speed,flag,x_antp,x_atualp,y_pred,ypred_virtual,Y_virtual_0,Y_virtual_1,time_teda,time_rls_filter_1,time_rls_filter_2,time_rls_update_1
64,0,64,64,65.305443,67.996758,66.637512,67.996758,79,24,52,46
65,0,64,65,66.322357,69.048317,67.671616,69.048317,83,24,53,44
67,0,65,67,68.371048,71.197884,69.770149,71.197884,83,28,53,44
67,0,67,67,68.354584,71.146469,69.736557,71.146469,90,24,53,42
66,0,67,66,67.306900,69.998848,68.639679,69.998848,83,24,53,44
65,0,66,65,66.261330,68.857903,67.547142,68.857903,87,28,53,41
65,0,65,65,66.247635,68.815208,67.519218,68.815208,79,24,52,46
65,0,65,65,66.234238,68.773468,67.491913,68.773468,83,24,53,44
65,0,65,65,66.221130,68.732651,67.465202,68.732651,83,28,53,44
63,0,65,63,64.150787,66.515808,65.322594,66.515808,94,24,52,42
59,0,63,59,60.030640,62.146240,61.079281,62.146240,79,24,53,39
51,0,59,51,51.824615,53.514061,52.662563,53.514061,83,28,53,37
39,0,51,39,39.568676,40.731026,40.145645,40.731026,83,24,53,39
27,0,39,27,27.361574,28.099312,27.727989,28.099312,79,24,53,44
19,1,27,27.727989,27.727989,28.475607,28.099312,28.475607,87,28,61,42
13,1,27.361574,28.099312,28.099312,28.856941,28.475607,28.856941,83,24,61,39
11,1,27.727989,28.475607,28.475607,29.243382,28.856941,29.243382,87,24,61,37
12,1,28.099312,12,12.146894,12.446101,12.295588,12.446101,79,28,59,39
19,0,12,19,19.236496,19.718355,19.475935,19.718355,83,24,52,42
25,0,19,25,25.318092,25.966471,25.640232,25.966471,83,24,53,44
30,0,25,30,30.390648,31.187271,30.786383,31.187271,87,28,53,42
36,0,30,36,36.484291,37.472507,36.975098,37.472507,87,24,53,44
41,0,36,41,41.568699,42.729874,42.145287,42.729874,87,24,53,42
45,0,41,45,45.640507,46.949001,46.290131,46.949001,79,28,53,44
49,0,45,49,49.716545,51.181225,50.443569,51.181225,83,24,53,42
51,0,49,51,51.754055,53.295780,52.519260,53.295780,83,24,52,42
52,0,51,52,52.770515,54.345966,53.552448,54.345966,87,28,53,42
49,0,52,49,49.701477,51.134701,50.412994,51.134701,87,24,53,44
46,0,49,46,46.637245,47.938347,47.283321,47.938347,83,24,52,42
45,0,46,45,45.614761,46.869598,46.237923,46.869598,83,28,53,44
44,0,45,44,44.592960,45.802963,45.193913,45.802963,87,24,53,37
45,0,44,45,45.608486,46.850254,46.225201,46.850254,79,24,53,44
46,0,45,46,46.624069,47.897724,47.256607,47.897724,83,28,52,42
48,0,46,48,48.658936,50.004066,49.326916,50.004066,90,24,53,41
51,0,48,51,51.714676,53.174217,52.439369,53.174217,79,24,53,46
54,0,51,54,54.772671,56.351337,55.556396,56.351337,83,28,53,41
58,0,54,58,58.855423,60.604309,59.723465,60.604309,83,24,52,46
60,0,58,60,60.894920,62.725006,61.803188,62.725006,83,24,52,44
62,0,60,62,62.934994,64.847496,63.884090,64.847496,79,28,52,44
63,0,62,63,63.950706,65.895370,64.915756,65.895370,94,24,53,42
63,0,63,63,63.941471,65.866829,64.897011,65.866829,79,24,53,39
63,0,63,63,63.932411,65.838837,64.878624,65.838837,83,28,53,41
64,0,63,64,64.947868,66.885925,65.909775,66.885925,83,24,53,46
64,0,64,64,64.938629,66.857384,65.891022,66.857384,87,24,53,44
63,0,64,63,63.905533,65.755836,64.824081,65.755836,87,28,53,44
60,0,63,60,60.827915,62.518177,61.667255,62.518177,94,24,53,42
54,0,60,54,54.693825,56.108334,55.396564,56.108334,79,24,52,46
47,0,54,47,47.558838,48.696529,48.124321,48.696529,83,28,53,41
37,0,47,37,37.397655,38.205833,37.799583,38.205833,83,24,52,46
25,0,37,25,25.242229,25.733753,25.486807,25.733753,87,24,53,44
12,1,25,25.486807,25.486807,25.983093,25.733753,25.983093,87,28,61,42
7,1,25.242229,25.733753,25.733753,26.234848,25.983093,26.234848,94,24,61,44
11,1,25.486807,25.983093,25.983093,26.489042,26.234848,26.489042,79,24,59,37
21,0,25.733753,21,21.197094,21.596849,21.396038,21.596849,83,28,53,44
29,0,21,29,29.283518,29.858896,29.569807,29.858896,83,24,53,46
35,0,29,35,35.356121,36.079269,35.715866,36.079269,87,24,53,44
41,0,35,41,41.436729,42.324196,41.878113,42.324196,87,28,53,44
46,0,41,46,46.510838,47.549595,47.027348,47.549595,94,24,52,46
49,0,46,49,49.557758,50.692394,50.121864,50.692394,79,24,52,46
52,0,49,52,52.606976,53.842262,53.221035,53.842262,84,29,53,37
55,0,52,55,55.658531,56.999336,56.324944,56.999336,83,24,53,46
58,0,55,58,58.712425,60.163635,59.433601,60.163635,87,24,53,44
59,0,58,59,59.727066,61.208187,60.463093,61.208187,87,28,53,44
59,0,59,59,59.721046,61.189682,60.450905,61.189682,90,24,53,42
61,0,59,61,61.756367,63.297348,62.522110,63.297348,83,24,52,46
62,0,61,62,62.770931,64.341667,63.551449,64.341667,83,28,52,37
62,0,62,62,62.764027,64.320442,63.537468,64.320442,83,24,52,46
61,0,62,61,61.736290,63.235634,62.481464,63.235634,79,24,53,44
58,0,61,58,58.669758,60.032570,59.347252,60.032570,87,28,53,44
52,0,58,52,52.554626,53.681690,53.115170,53.681690,83,24,53,44
46,0,52,46,46.455032,47.378643,46.914566,47.378643,87,24,52,42
38,0,46,38,38.342369,39.036392,38.687824,39.036392,79,28,53,44
30,0,38,30,30.248676,30.752232,30.499414,30.752232,83,24,52,42
19,0,30,19,19.142855,19.431793,19.286783,19.431793,83,24,52,44
18,0,19,18,18.134438,18.406330,18.269878,18.406330,87,28,52,41
22,0,18,22,22.167862,22.507439,22.337006,22.507439,87,24,53,44
28,0,22,28,28.222044,28.671429,28.445848,28.671429,87,24,52,42
33,0,28,33,33.272091,33.823029,33.546429,33.823029,79,28,53,44
37,0,33,37,37.315853,37.955673,37.634403,37.955673,83,24,53,44
41,0,37,41,41.363289,42.099552,41.729797,42.099552,83,24,53,44
43,0,41,43,43.387890,44.174198,43.779278,44.174198,87,28,52,41
43,0,43,43,43.386177,44.168968,43.775822,44.168968,87,24,53,44
39,0,43,39,39.332664,40.006535,39.668167,40.006535,87,24,53,42
33,0,39,33,33.261959,33.792133,33.525997,33.792133,79,28,53,44
30,0,33,30,30.230377,30.696451,30.462523,30.696451,83,24,53,42
33,0,30,33,33.260044,33.786293,33.522137,33.786293,83,24,52,44
37,0,33,37,37.302662,37.915432,37.607800,37.915432,87,28,53,44
42,0,37,42,42.361370,43.093464,42.725849,43.093464,87,24,53,44
44,0,42,44,44.385986,45.168144,44.775356,45.168144,83,24,52,44
48,0,44,48,48.439762,49.331409,48.883553,49.331409,83,28,53,41
52,0,48,52,52.498154,53.508823,53.001080,53.508823,83,24,52,46
54,0,52,54,54.527615,55.598358,55.060383,55.598358,83,24,53,42
56,0,54,56,56.557983,57.690681,57.121525,57.690681,87,28,53,44
58,0,56,58,58.589249,59.785770,59.184486,59.785770,94,24,53,42
60,0,58,60,60.621384,61.883526,61.249203,61.883526,79,24,53,46
60,0,60,60,60.616035,61.867146,61.238396,61.867146,83,28,53,41
64,0,60,64,64.687950,66.086113,65.383293,66.086113,83,24,53,46
67,0,64,67,67.743546,69.255478,68.495338,69.255478,87,24,53,44
70,0,67,70,70.801506,72.432152,71.612190,72.432152,87,28,53,44
69,0,70,69,69.770012,71.335907,70.548615,71.335907,94,24,53,42
66,0,69,66,66.697464,68.114586,67.402298,68.114586,79,24,53,39
60,0,66,60,60.574348,61.739597,61.154198,61.739597,83,28,53,41
56,0,60,56,56.501728,57.518707,57.007950,57.518707,83,24,53,44
51,0,56,51,51.422009,52.276527,51.847507,52.276527,87,24,53,44
40,0,51,40,40.279346,40.843903,40.560642,40.843903,87,28,53,44
25,0,40,25,25.140703,25.424488,25.282198,25.424488,94,24,53,42
17,1,25,25.282198,25.282198,25.567579,25.424488,25.567579,79,24,59,37
18,1,25.140703,25.424488,25.424488,25.711477,25.567579,25.711477,83,28,61,44
23,0,25.282198,23,23.126257,23.380856,23.253208,23.380856,83,24,53,44
29,0,23,29,29.168121,29.507294,29.337217,29.507294,87,24,53,44
34,0,29,34,34.208035,34.627930,34.417343,34.627930,87,28,53,44
40,0,34,40,40.262913,40.793934,40.527554,40.793934,94,24,53,42
45,0,40,45,45.315517,45.953205,45.633247,45.953205,79,24,52,46
50,0,45,50,50.375015,51.133503,50.752842,51.133503,87,28,53,41
55,0,50,55,55.441994,56.336666,55.887539,56.336666,79,24,52,46
58,0,55,58,58.484959,59.467075,58.973972,59.467075,83,24,53,37
59,0,58,59,59.497372,60.504726,59.998936,60.504726,83,28,53,44
58,0,59,58,58.477222,59.443478,58.958370,59.443478,87,24,53,41
57,0,58,57,57.457890,58.384731,57.919456,58.384731,83,24,53,44
57,0,57,57,57.454525,58.374481,57.912678,58.374481,83,28,53,44
57,0,57,57,57.451202,58.364353,57.905979,58.364353,83,24,53,42
56,0,57,56,56.432899,57.308769,56.869148,57.308769,83,24,53,44
53,0,56,53,53.386963,54.169388,53.776752,54.169388,87,28,53,44
50,0,53,50,50.345093,51.042439,50.692566,51.042439,83,24,53,44
47,0,50,47,47.306931,47.926815,47.615864,47.926815,87,24,52,42
43,0,47,43,43.261486,43.789242,43.524563,43.789242,83,28,53,44
40,0,43,40,40.230782,40.696346,40.462894,40.696346,87,24,53,42
33,0,40,33,33.169136,33.510010,33.339138,33.510010,79,24,52,44
23,0,33,23,23.100622,23.303188,23.201685,23.303188,90,28,52,42
16,1,23,23.201685,23.201685,23.405136,23.303188,23.405136,83,24,61,39
17,1,23.100622,23.303188,23.303188,23.507530,23.405136,23.507530,83,24,61,37
22,0,23.201685,22,22.094727,22.285402,22.189859,22.285402,83,28,53,44
28,0,22,28,28.128939,28.388599,28.258471,28.388599,87,24,52,42
34,0,28,34,34.169529,34.511127,34.339905,34.511127,79,24,52,44
39,0,34,39,39.209396,39.631573,39.419918,39.631573,90,28,53,42
44,0,39,44,44.255489,44.770927,44.512463,44.770927,83,24,53,44
48,0,44,48,48.297260,48.897316,48.596363,48.897316,83,24,52,42
52,0,48,52,52.343708,53.037956,52.689690,53.037956,83,28,53,44
55,0,52,55,55.381325,56.151928,55.765297,56.151928,87,24,53,44
57,0,55,57,57.407036,58.229851,57.816978,58.229851,79,24,53,44
59,0,57,59,59.433762,60.310875,59.870712,60.310875,90,28,52,41
60,0,59,60,60.445740,61.347179,60.894791,61.347179,83,24,53,44
62,0,60,62,62.473866,63.432487,62.951351,63.432487,83,24,53,42
63,0,62,63,63.486195,64.469872,63.976143,64.469872,83,28,53,44
63,0,63,63,63.481831,64.456573,63.967346,64.456573,87,24,53,37
62,0,63,62,62.461197,63.393906,62.925823,63.393906,79,24,53,44
59,0,62,59,59.410690,60.240669,59.824242,60.240669,90,28,53,42
53,0,59,53,53.324574,53.979694,53.651134,53.979694,83,24,53,44
44,0,53,44,44.221531,44.667946,44.444180,44.667946,87,24,53,42
34,0,44,34,34.137497,34.414162,34.275551,34.414162,79,29,53,44
23,0,34,23,23.073765,23.222008,23.147768,23.222008,83,24,53,37
16,1,23,23.147768,23.147768,23.296486,23.222008,23.296486,83,24,61,39
17,1,23.073765,23.222008,23.222008,23.371202,23.296486,23.371202,87,28,61,42
23,0,23.147768,23,23.073500,23.221205,23.147234,23.221205,87,24,53,41
30,0,23,30,30.106745,30.321375,30.213869,30.321375,83,24,53,44
36,0,30,36,36.142677,36.429729,36.285919,36.429729,83,29,53,44
42,0,36,42,42.186848,42.563042,42.374527,42.563042,83,24,53,42
47,0,42,47,47.231033,47.696514,47.463203,47.696514,79,24,53,44
51,0,47,51,51.271572,51.819061,51.544590,51.819061,83,28,53,44
53,0,51,53,53.293007,53.883892,53.587635,53.883892,90,24,53,46
55,0,53,55,55.315525,55.952019,55.632862,55.952019,83,24,52,44
58,0,55,58,58.352386,59.063595,58.706913,59.063595,87,28,52,41
60,0,58,60,60.377632,61.140041,60.757641,61.140041,79,24,53,44
63,0,60,63,63.419022,64.265450,63.840832,64.265450,83,24,53,44
65,0,63,65,65.446922,66.350014,65.896919,66.350014,83,28,52,44
68,0,65,68,68.492775,69.489067,68.989120,69.489067,90,24,53,42
69,0,68,69,69.505295,70.527016,70.014290,70.527016,83,24,53,46
70,0,69,70,70.517853,71.565079,71.039536,71.565079,87,29,53,42
72,0,70,72,72.548828,73.659065,73.101837,73.659065,79,24,53,46
72,0,72,72,72.542732,73.640503,73.089554,73.640503,87,24,53,44
72,0,72,72,72.536789,73.622391,73.077576,73.622391,87,28,53,44
72,0,72,72,72.530968,73.604675,73.065849,73.604675,90,24,53,37
73,0,72,73,73.543434,74.642464,74.090912,74.642464,83,24,53,44
72,0,73,72,72.519424,73.569534,73.042595,73.569534,79,29,53,44
70,0,72,70,70.479355,71.447945,70.961998,71.447945,83,24,53,42
68,0,70,68,68.442078,69.334877,68.887032,69.334877,83,24,53,44
64,0,68,64,64.377792,65.140076,64.757812,65.140076,87,29,53,42
61,0,64,61,61.334160,62.007980,61.670151,62.007980,83,24,52,41
59,0,61,59,59.306774,59.925114,59.615143,59.925114,83,24,53,42
58,0,59,58,58.292862,58.883030,58.587204,58.883030,83,29,53,44
58,0,58,58,58.290947,58.877228,58.583355,58.877228,87,24,53,44
57,0,58,57,57.277668,57.837070,57.556690,57.837070,79,24,53,44
52,0,57,52,52.223122,52.672241,52.447201,52.672241,90,28,53,46
43,0,52,43,43.144764,43.435757,43.290016,43.435757,83,24,53,44
34,0,43,34,34.088669,34.266705,34.177570,34.266705,83,24,53,42
24,0,34,24,24.046640,24.140194,24.093372,24.140194,83,29,53,44
17,1,24,24.093372,24.093372,24.187107,24.140194,24.187107,87,24,61,39
18,1,24.046640,24.140194,24.140194,24.234112,24.187107,24.234112,79,24,61,39
24,0,24.093372,24,24.046480,24.139709,24.093050,24.139709,90,28,53,42
30,0,24,30,30.066658,30.200420,30.133465,30.200420,84,24,53,44
36,0,30,36,36.092873,36.279339,36.185986,36.279339,83,24,53,42
41,0,36,41,41.120415,41.362309,41.241184,41.362309,83,29,53,44
46,0,41,46,46.153782,46.462891,46.308079,46.462891,87,24,53,44
50,0,46,50,50.185158,50.557529,50.370998,50.557529,79,24,53,44
53,0,50,53,53.211452,53.636898,53.423752,53.636898,90,28,53,46
56,0,53,56,56.240257,56.723873,56.481548,56.723873,83,24,53,44
58,0,56,58,58.260441,58.784840,58.522053,58.784840,83,24,53,42
60,0,58,60,60.281673,60.848995,60.564671,60.848995,83,29,53,44
61,0,60,61,61.291672,61.879204,61.584736,61.879204,87,24,53,42
61,0,61,61,61.289497,61.872620,61.580368,61.872620,79,24,53,42
61,0,61,61,61.287342,61.866096,61.576038,61.866096,90,29,53,42
62,0,61,62,62.297405,62.896503,62.596237,62.896503,83,24,53,44
61,0,62,61,61.282909,61.852669,61.567131,61.852669,87,24,53,42
59,0,61,59,59.257477,59.775806,59.516079,59.775806,79,28,53,44
52,0,59,52,52.183327,52.551918,52.367298,52.551918,83,24,53,37
41,0,52,41,41.097946,41.294544,41.196129,41.294544,83,24,53,44
30,0,41,30,30.044954,30.135063,30.089975,30.135063,87,28,53,44
21,0,30,21,21.020260,21.060839,21.040539,21.060839,87,24,52,41
17,1,21,21.040539,21.040539,21.081158,21.060839,21.081158,83,24,59,39
17,1,21.020260,21.060839,21.060839,21.101496,21.081158,21.101496,83,28,61,42
16,1,21.040539,21.081158,21.081158,21.121853,21.101496,21.121853,83,24,59,39
21,0,21.060839,21,21.020187,21.060619,21.040394,21.060619,83,24,53,44
26,0,21,26,26.030563,26.091799,26.061163,26.091799,79,29,53,44
31,0,26,31,31.044708,31.134319,31.089481,31.134319,90,24,53,42
35,0,31,35,35.059395,35.178482,35.118889,35.178482,83,24,53,46
39,0,35,39,39.077419,39.232716,39.154991,39.232716,87,29,53,42
42,0,39,42,42.093418,42.280876,42.187042,42.280876,79,24,53,44
44,0,42,44,44.105282,44.316601,44.210815,44.316601,83,24,53,44
45,0,44,45,45.111412,45.335068,45.223103,45.335068,83,28,52,44
45,0,45,45,45.110935,45.333630,45.222145,45.333630,90,24,53,42
46,0,45,46,46.117294,46.352783,46.234890,46.352783,83,24,53,44
45,0,46,45,45.109848,45.330349,45.219963,45.330349,87,29,53,44
39,0,45,39,39.072456,39.217777,39.145050,39.217777,79,24,53,44
35,0,39,35,35.053207,35.159863,35.106495,35.159863,87,24,53,44
32,0,35,32,32.041344,32.124191,32.082741,32.124191,87,28,53,44
30,0,32,30,30.034554,30.103781,30.069147,30.103781,90,24,53,37
30,0,30,30,30.034487,30.103577,30.069012,30.103577,83,24,53,44
24,0,30,24,24.018150,24.054491,24.036314,24.054491,79,28,53,44
15,1,24,24.036314,24.036314,24.072683,24.054491,24.072683,83,24,59,39
9,1,24.018150,24.054491,24.054491,24.090889,24.072683,24.090889,83,24,61,39
7,1,24.036314,24.072683,24.072683,24.109108,24.090889,24.109108,87,28,61,42
7,1,24.054491,7,6.998864,6.996592,6.997728,6.996592,83,24,59,39
12,1,7,6.997728,6.997728,6.995457,6.996592,6.995457,83,24,61,39
19,0,6.998864,19,19.000553,19.001659,19.001106,19.001659,83,29,53,44
25,0,19,25,25.007280,25.021847,25.014563,25.021847,87,24,53,42
30,0,25,30,30.017412,30.052269,30.034836,30.052269,87,24,53,41
35,0,30,35,35.032516,35.097637,35.065063,35.097637,127,31,56,42
40,0,35,40,40.053463,40.160603,40.106998,40.160603,79,24,53,41
43,0,40,43,43.069389,43.208508,43.138893,43.208508,83,24,53,42
47,0,43,47,47.094566,47.284264,47.189320,47.284264,84,28,53,37
49,0,47,49,49.108932,49.327526,49.218109,49.327526,87,24,53,42
50,0,49,50,50.116302,50.349712,50.232872,50.349712,87,24,53,42
49,0,50,49,49.107544,49.323341,49.215324,49.323341,94,29,53,46
48,0,49,48,48.099232,48.298313,48.198669,48.298313,79,24,53,44
46,0,48,46,46.084225,46.253132,46.168602,46.253132,83,24,53,42
43,0,46,43,43.064423,43.193562,43.128944,43.193562,83,29,53,44
40,0,43,40,40.047562,40.142849,40.095177,40.142849,87,24,53,42
35,0,40,35,35.025002,35.075054,35.050018,35.075054,79,24,53,44
32,0,35,32,32.014866,32.044621,32.029739,32.044621,90,29,53,46
28,0,32,28,28.004482,28.013451,28.008966,28.013451,83,24,53,44
24,0,28,24,23.997429,23.992287,23.994858,23.992287,83,24,53,42
19,0,24,19,18.992495,18.977493,18.984993,18.977493,83,29,53,44
15,1,19,18.984993,18.984993,18.969997,18.977493,18.969997,87,24,59,39
13,1,18.992495,18.977493,18.977493,18.962503,18.969997,18.962503,79,24,61,39
15,1,18.984993,18.969997,18.969997,18.955013,18.962503,18.955013,90,28,61,41
18,0,18.977493,18,17.992067,17.976213,17.984138,17.976213,83,24,53,44
21,0,18,21,20.993589,20.980774,20.987181,20.980774,83,24,53,42
24,0,21,24,23.996492,23.989479,23.992985,23.989479,84,28,53,42
29,0,24,29,29.004604,29.013817,29.009211,29.013817,83,24,53,39
33,0,29,33,33.015011,33.045055,33.030029,33.045055,83,24,52,41
