speed,flag,x_antp,x_atualp,y_pred,ypred_virtual,Y_virtual_0,Y_virtual_1,time_teda,time_rls_filter_1,time_rls_filter_2,time_rls_update_1
37,0,33,37,37.029331,37.088062,37.058685,37.088062,358,29,56,208
41,0,37,41,41.048035,41.144276,41.096127,41.144276,87,24,53,44
44,0,41,44,44.065308,44.196217,44.130714,44.196217,79,24,52,44
47,0,44,47,47.085453,47.256828,47.171062,47.256828,83,28,52,41
50,0,47,50,50.108604,50.326523,50.217445,50.326523,83,24,53,44
52,0,50,52,52.125626,52.377792,52.251556,52.377792,83,24,53,44
52,0,52,52,52.124752,52.375156,52.249805,52.375156,87,29,53,44
52,0,52,52,52.123890,52.372559,52.248077,52.372559,87,24,53,42
54,0,52,54,54.142090,54.427391,54.284554,54.427391,83,24,53,44
56,0,54,56,56.161621,56.486259,56.323708,56.486259,87,29,53,42
58,0,56,58,58.182472,58.549137,58.365517,58.549137,79,24,52,44
59,0,58,59,59.192635,59.579796,59.385899,59.579796,90,24,53,46
61,0,59,61,61.215366,61.648388,61.431496,61.648388,83,29,53,44
60,0,61,60,60.200844,60.604549,60.402359,60.604549,83,24,53,44
61,0,60,61,61.211361,61.636284,61.423454,61.636284,83,24,53,44
60,0,61,60,60.197109,60.593273,60.394867,60.593273,87,29,53,41
57,0,60,57,57.160862,57.483952,57.322178,57.483952,79,24,52,44
55,0,57,55,55.138977,55.417988,55.278305,55.417988,83,24,53,44
56,0,55,56,56.147835,56.444675,56.296059,56.444675,83,28,53,44
55,0,56,55,55.136803,55.411427,55.273945,55.411427,90,24,53,46
56,0,55,56,56.145569,56.437847,56.291519,56.437847,83,24,53,44
59,0,56,59,59.175560,59.528248,59.351643,59.528248,87,28,52,41
60,0,59,60,60.185364,60.557816,60.371304,60.557816,79,24,53,44
63,0,60,63,63.219364,63.660385,63.439491,63.660385,83,24,53,44
64,0,63,64,64.230110,64.692810,64.461044,64.692810,83,28,53,44
64,0,64,64,64.227951,64.686287,64.456711,64.686287,90,24,53,42
64,0,64,64,64.225830,64.679878,64.452454,64.679878,83,24,53,44
65,0,64,65,65.236595,65.712372,65.474052,65.712372,87,29,53,42
63,0,65,63,63.208904,63.628792,63.418499,63.628792,79,24,52,44
61,0,63,61,61.183502,61.552166,61.367558,61.552166,83,24,53,44
61,0,61,61,61.182007,61.547649,61.364555,61.547649,83,28,53,44
60,0,61,60,60.169586,60.510201,60.339653,60.510201,87,24,53,44
58,0,60,58,58.147560,58.443810,58.295498,58.443810,90,24,52,41
53,0,58,53,53.100704,53.302685,53.201599,53.302685,79,29,53,44
45,0,53,45,45.043957,45.131996,45.087955,45.131996,83,24,53,42
37,0,45,37,37.007351,37.022060,37.014706,37.022060,83,24,53,44
26,0,37,26,25.982344,25.947067,25.964699,25.947067,87,28,53,46
20,0,26,20,19.979675,19.939089,19.959372,19.939089,87,24,53,44
20,0,20,20,19.979694,19.939144,19.959410,19.939144,87,24,53,42
24,0,20,24,23.979883,23.939699,23.959784,23.939699,79,29,53,44
30,0,24,30,29.984476,29.953451,29.968960,29.953451,84,24,53,44
35,0,30,35,34.993660,34.980980,34.987320,34.980980,83,24,53,44
40,0,35,40,40.008499,40.025497,40.016998,40.025497,87,28,53,44
45,0,40,45,45.029819,45.089523,45.059662,45.089523,87,24,53,44
48,0,45,48,48.046303,48.139042,48.092651,48.139042,87,24,53,44
52,0,48,52,52.072460,52.217682,52.145020,52.217682,79,29,53,44
55,0,52,55,55.095535,55.287102,55.191235,55.287102,83,24,53,42
57,0,55,57,57.112442,57.337994,57.225105,57.337994,83,24,53,42
59,0,57,59,59.130608,59.392693,59.261505,59.392693,87,28,53,46
61,0,59,61,61.150040,61.451221,61.300446,61.451221,87,24,53,44
63,0,61,63,63.170715,63.513535,63.341892,63.513535,87,24,53,42
65,0,63,65,65.192612,65.579552,65.385796,65.579552,79,29,53,44
66,0,65,66,66.203140,66.611298,66.406906,66.611298,87,24,53,37
67,0,66,67,67.213844,67.643578,67.428368,67.643578,79,24,53,44
68,0,67,68,68.224724,68.676399,68.450188,68.676399,127,32,58,41
69,0,68,69,69.235748,69.709671,69.472305,69.709671,90,24,52,41
70,0,69,70,70.246925,70.743393,70.494720,70.743393,79,24,53,44
71,0,70,71,71.258247,71.777565,71.517433,71.777565,83,29,53,41
71,0,71,71,71.255569,71.769463,71.512054,71.769463,83,24,53,46
72,0,71,72,72.266922,72.803741,72.534836,72.803741,83,24,53,44
72,0,72,72,72.264137,72.795319,72.529243,72.795319,79,28,53,44
71,0,72,71,71.247574,71.745316,71.496010,71.745316,94,24,53,46
69,0,71,69,69.218872,69.658699,69.438438,69.658699,79,24,53,46
66,0,69,66,66.180695,66.543571,66.361885,66.543571,83,28,53,46
63,0,66,63,63.146816,63.441479,63.293976,63.441479,83,24,53,44
59,0,63,59,59.107773,59.323906,59.215740,59.323906,87,24,53,44
57,0,59,57,57.090508,57.271957,57.181160,57.271957,87,28,52,44
56,0,57,56,56.082260,56.247139,56.164639,56.247139,94,24,53,42
52,0,56,52,52.053677,52.161194,52.107407,52.161194,79,24,53,44
45,0,52,45,45.014957,45.044884,45.029919,45.044884,83,29,53,41
34,0,45,34,33.979115,33.937382,33.958241,33.937382,83,24,53,46
21,0,34,21,20.969332,20.908127,20.938707,20.908127,87,24,53,44
17,1,21,20.938707,20.938707,20.877592,20.908127,20.877592,87,28,61,42
22,0,20.969332,22,21.968824,21.906605,21.937693,21.906605,94,24,53,42
29,0,22,29,28.967709,28.903234,28.935453,28.903234,79,24,53,46
34,0,29,34,33.971954,33.915932,33.943932,33.915932,83,29,53,42
39,0,34,39,38.981098,38.943317,38.962204,38.943317,83,24,53,46
44,0,39,44,43.995892,43.987675,43.991783,43.987675,87,24,53,44
47,0,44,47,47.008068,47.024208,47.016136,47.024208,87,28,53,44
51,0,47,51,51.027973,51.083965,51.055962,51.083965,94,24,53,46
54,0,51,54,54.046066,54.138313,54.092171,54.138313,79,24,53,44
56,0,54,56,56.059635,56.179092,56.119331,56.179092,84,28,53,37
59,0,56,59,59.082283,59.247192,59.164680,59.247192,83,24,53,44
61,0,59,61,61.098854,61.297043,61.197868,61.297043,87,24,53,44
63,0,61,63,63.116619,63.350502,63.233452,63.350502,87,28,53,42
65,0,63,65,65.135567,65.407555,65.271416,65.407555,90,24,53,42
65,0,65,65,65.134445,65.404175,65.269173,65.404175,83,24,52,44
65,0,65,65,65.133339,65.400841,65.266953,65.400841,83,28,53,37
64,0,65,64,64.122139,64.367119,64.244514,64.367119,83,24,53,44
55,0,64,55,55.043064,55.129292,55.086163,55.129292,79,24,53,44
45,0,55,45,44.987495,44.962498,44.974995,44.962498,87,28,53,44
31,0,45,31,30.953901,30.861908,30.907871,30.861908,83,24,53,44
18,0,31,18,17.959288,17.878138,17.918667,17.878138,87,24,53,44
17,1,18,17.918667,17.918667,17.837700,17.878138,17.837700,79,29,59,39
23,0,17.959288,23,22.952095,22.856585,22.904289,22.856585,83,24,53,42
29,0,23,29,28.947575,28.843010,28.895245,28.843010,83,24,53,44
34,0,29,34,33.948460,33.845615,33.896999,33.845615,87,28,53,44
39,0,34,39,38.954308,38.863083,38.908669,38.863083,87,24,53,37
43,0,39,43,42.963280,42.889931,42.926590,42.889931,87,24,53,42
46,0,43,46,45.972851,45.918598,45.945717,45.918598,79,29,53,44
50,0,46,50,49.989239,49.967724,49.978481,49.967724,83,24,53,42
51,0,50,51,50.994244,50.982731,50.988487,50.982731,83,24,53,44
53,0,51,53,53.004990,53.014977,53.009983,53.014977,87,28,53,44
55,0,53,55,55.016941,55.050842,55.033890,55.050842,87,24,53,44
57,0,55,57,57.030109,57.090374,57.060234,57.090374,83,24,53,44
57,0,57,57,57.029911,57.089779,57.059837,57.089779,134,32,53,37
58,0,57,58,58.036873,58.110687,58.073769,58.110687,83,24,53,37
58,0,58,58,58.036625,58.109943,58.073273,58.109943,83,24,52,44
59,0,58,59,59.043831,59.131592,59.087696,59.131592,87,28,53,42
60,0,59,60,60.051300,60.154030,60.102642,60.154030,87,24,53,41
55,0,60,55,55.014038,55.042126,55.028080,55.042126,83,24,53,44
46,0,55,46,45.966751,45.900330,45.933529,45.900330,83,29,53,44
29,0,46,29,28.934399,28.803640,28.868946,28.803640,83,24,53,37
19,0,29,19,18.946178,18.838993,18.892509,18.838993,83,24,53,44
18,0,19,18,17.948366,17.845541,17.896879,17.845541,79,29,53,44
22,0,18,22,21.940121,21.820850,21.880404,21.820850,90,24,53,42
26,0,22,26,25.933949,25.802347,25.868065,25.802347,83,24,53,44
30,0,26,30,29.930275,29.791311,29.860712,29.791311,88,34,53,37
34,0,30,34,33.929527,33.789024,33.859203,33.789024,79,24,53,44
38,0,34,38,37.932133,37.796761,37.864388,37.796761,83,24,53,44
42,0,38,42,41.938503,41.815777,41.877094,41.815777,83,28,53,44
47,0,42,47,46.952045,46.856285,46.904140,46.856285,90,24,53,42
51,0,47,51,50.968262,50.904842,50.936543,50.904842,83,24,53,46
53,0,51,53,52.978504,52.935535,52.957016,52.935535,87,28,52,41
54,0,53,54,53.984203,53.952621,53.968410,53.952621,79,24,53,39
53,0,54,53,52.978622,52.935894,52.957253,52.935894,129,26,58,41
53,0,53,53,52.978748,52.936272,52.957504,52.936272,83,29,52,44
55,0,53,55,54.990189,54.970570,54.980377,54.970570,90,24,53,42
58,0,55,58,58.009556,58.028671,58.019112,58.028671,83,24,53,44
59,0,58,59,59.016724,59.050190,59.033455,59.050190,87,29,53,41
59,0,59,59,59.016605,59.049831,59.033215,59.049831,79,24,53,46
58,0,59,58,58.009197,58.027592,58.018394,58.027592,83,24,53,44
56,0,58,56,55.995560,55.986679,55.991119,55.986679,83,28,53,44
57,0,56,57,57.002003,57.006012,57.004005,57.006012,90,24,53,42
57,0,57,57,57.001991,57.005974,57.003983,57.005974,83,24,53,44
57,0,57,57,57.001976,57.005928,57.003952,57.005928,87,29,53,42
57,0,57,57,57.001965,57.005894,57.003929,57.005894,79,24,53,44
57,0,57,57,57.001949,57.005848,57.003899,57.005848,83,24,53,44
57,0,57,57,57.001938,57.005814,57.003876,57.005814,83,28,53,44
56,0,57,56,55.995518,55.986553,55.991035,55.986553,94,24,53,37
57,0,56,57,57.001820,57.005459,57.003639,57.005459,79,24,53,46
57,0,57,57,57.001808,57.005424,57.003616,57.005424,109,29,56,513
55,0,57,55,54.989315,54.967953,54.978634,54.967953,83,24,53,42
49,0,55,49,48.958595,48.875889,48.917225,48.875889,83,24,53,42
42,0,49,42,41.936237,41.809006,41.872574,41.809006,87,28,53,44
34,0,42,34,33.925972,33.778397,33.852104,33.778397,83,24,53,44
27,0,34,27,26.928587,26.786325,26.857363,26.786325,83,24,53,42
25,0,27,25,24.931274,24.794390,24.862738,24.794390,83,29,53,44
30,0,25,30,29.925182,29.776106,29.850552,29.776106,84,24,53,44
36,0,30,36,35.923519,35.771042,35.847198,35.771042,83,24,53,42
42,0,36,42,41.929501,41.788857,41.859119,41.788857,87,28,53,42
46,0,42,46,45.938877,45.816872,45.877834,45.816872,87,24,53,44
48,0,46,48,47.945553,47.836842,47.891167,47.836842,87,24,53,42
47,0,48,47,46.942307,46.827133,46.884686,46.827133,79,28,53,44
42,0,47,42,41.928410,41.785591,41.856941,41.785591,83,24,53,42
33,0,42,33,32.918285,32.755463,32.836773,32.755463,83,24,53,44
26,0,33,26,25.923355,25.770744,25.846937,25.770744,87,28,53,46
20,0,26,20,19.934637,19.804552,19.869488,19.804552,87,24,53,44
14,1,20,19.869488,19.869488,19.739828,19.804552,19.739828,88,24,61,39
6,1,19.934637,19.804552,19.804552,19.675316,19.739828,19.675316,79,29,59,39
1,1,19.869488,19.739828,19.739828,19.611015,19.675316,19.611015,83,24,61,39
0,1,19.804552,0,0,0,0,0,83,24,61,39
