speed,flag,x_antp,x_atualp,y_pred,ypred_virtual,Y_virtual_0,Y_virtual_1,time_teda,time_rls_filter_1,time_rls_filter_2,time_rls_update_1
54,0,52,54,57.957802,66.764900,62.205681,66.764900,94,24,53,42
56,0,54,56,60.004295,68.892349,64.294922,68.892349,87,24,53,42
59,0,56,59,63.167458,72.406265,67.629280,72.406265,90,24,52,39
61,0,59,61,65.198204,74.481293,69.685341,74.481293,90,24,53,42
62,0,61,62,66.110100,75.165764,70.492668,75.165764,92,24,53,42
62,0,62,62,65.921722,74.525055,70.091515,74.525055,92,24,52,44
62,0,62,62,65.755554,73.962898,69.738594,73.962898,99,24,53,39
60,0,62,60,63.414818,70.838562,67.023987,70.838562,88,24,53,42
59,0,60,59,62.207588,69.155396,65.589561,69.155396,87,24,53,42
57,0,59,57,59.939663,66.281631,63.030933,66.281631,94,24,53,44
56,0,57,56,58.779343,64.758698,61.696629,64.758698,90,24,53,37
56,0,56,56,58.707230,64.520653,61.545338,64.520653,96,24,53,44
55,0,56,55,57.568218,63.070023,60.256359,63.070023,103,24,53,39
53,0,55,53,55.373051,60.442665,57.852352,60.442665,88,24,53,42
54,0,53,54,56.388794,61.488071,58.883259,61.488071,92,24,52,39
55,0,54,55,57.403511,62.530228,59.912056,62.530228,90,24,53,42
56,0,55,56,58.417252,63.569279,60.938843,63.569279,94,24,53,42
55,0,56,55,57.303448,62.203793,59.703365,62.203793,96,24,53,44
55,0,55,55,57.258102,62.056240,59.608913,62.056240,122,24,53,37
50,0,55,50,51.926636,56.005486,53.927509,56.005486,88,24,53,42
36,0,50,36,37.210350,39.754494,38.461391,39.754494,90,24,53,42
19,0,36,19,19.562983,20.739487,20.142647,20.739487,90,24,52,44
17,0,19,17,17.498684,18.540365,18.011995,18.540365,94,24,53,42
23,0,17,23,23.687860,25.125914,24.396294,25.125914,94,24,53,44
30,0,23,30,30.924011,32.858288,31.876482,32.858288,104,24,53,39
38,0,30,38,39.220112,41.779118,40.479397,41.779118,87,24,53,42
47,0,38,47,48.594315,51.947021,50.242710,51.947021,90,24,52,40
53,0,47,53,54.864338,58.792057,56.794254,58.792057,92,24,52,44
58,0,53,58,60.097454,64.522652,62.270756,64.522652,94,24,53,42
63,0,58,63,65.339600,70.282692,67.766090,70.282692,94,24,53,44
67,0,63,67,69.527412,74.871857,72.150169,74.871857,103,24,53,39
70,0,67,70,72.652550,78.262993,75.405609,78.262993,88,24,53,46
72,0,70,72,74.711273,80.443954,77.524643,80.443954,94,24,53,37
73,0,72,73,75.704155,81.416687,78.508484,81.416687,88,24,52,44
74,0,73,74,76.697235,82.390213,79.492775,82.390213,477,148,186,163
73,0,74,73,75.569206,80.982071,78.228836,80.982071,90,24,53,44
72,0,73,72,74.451263,79.607002,76.985985,79.607002,96,24,53,46
71,0,72,71,73.342125,78.260712,75.761513,78.260712,103,24,52,40
69,0,71,69,71.188553,75.776108,73.446518,75.776108,87,24,53,42
68,0,69,68,70.097038,74.487129,72.258751,74.487129,90,24,53,42
68,0,68,68,70.059326,74.366959,72.181015,74.366959,92,24,53,44
68,0,68,68,70.023224,74.252068,72.106651,74.252068,96,24,53,42
68,0,68,68,69.988632,74.142059,72.035416,74.142059,96,24,53,42
68,0,68,68,69.955429,74.036591,71.967087,74.036591,103,24,53,40
67,0,68,67,68.879158,72.797066,70.811020,72.797066,88,24,53,42
66,0,67,66,67.807159,71.571281,69.663803,71.571281,90,24,52,44
64,0,66,64,65.697998,69.230339,67.441048,69.230339,88,24,52,46
63,0,64,63,64.635345,68.034485,66.313141,68.034485,94,24,53,44
60,0,63,60,61.500240,64.614197,63.037994,64.614197,94,24,53,42
57,0,60,57,58.375694,61.227493,59.784592,61.227493,104,24,53,39
54,0,57,54,55.260456,57.870319,56.550335,57.870319,88,24,53,42
51,0,54,51,52.153473,54.539272,53.333035,54.539272,90,24,52,44
49,0,51,49,50.083595,52.323200,51.191151,52.323200,92,24,53,42
46,0,49,46,46.988632,49.030098,47.998512,49.030098,96,24,53,42
39,0,46,39,39.793804,41.430210,40.603764,41.430210,96,24,53,42
34,0,39,34,34.668270,36.044472,35.349674,36.044472,103,24,53,40
30,0,34,30,30.574898,31.757956,31.160812,31.757956,88,24,53,42
24,0,30,24,24.445198,25.360523,24.898655,25.360523,90,24,52,44
18,0,24,18,18.325193,18.993311,18.656261,18.993311,92,24,53,37
15,0,18,15,15.268167,15.818971,15.541129,15.818971,90,24,53,44
14,0,15,14,14.249443,14.761743,14.503331,14.761743,92,24,53,44
17,0,14,17,17.304993,17.931492,17.615458,17.931492,99,24,53,37
21,0,17,21,21.381016,22.163914,21.768946,22.163914,92,24,53,40
25,0,21,25,25.459776,26.404850,25.928007,26.404850,87,24,53,42
26,0,25,26,26.479317,27.464622,26.967470,27.464622,90,24,53,42
27,0,26,27,27.498955,28.524696,28.007130,28.524696,90,24,52,44
28,0,27,28,28.518690,29.585075,29.046989,29.585075,94,24,53,42
28,0,28,28,28.517334,29.580856,29.044228,29.580856,90,24,53,42
28,0,28,28,28.515976,29.576628,29.041460,29.576628,94,24,52,39
29,0,28,29,29.535725,30.637047,30.081347,30.637047,88,24,53,42
30,0,29,30,30.555561,31.697739,31.121410,31.697739,90,24,53,42
31,0,30,31,31.575480,32.758690,32.161644,32.758690,90,24,53,44
32,0,31,32,32.595478,33.819885,33.202038,33.819885,94,24,53,42
32,0,32,32,32.593395,33.813404,33.197796,33.813404,92,24,52,44
33,0,32,33,33.613411,34.874649,34.238224,34.874649,94,24,53,42
33,0,33,33,33.611118,34.867512,34.233551,34.867512,87,24,52,44
33,0,33,33,33.608822,34.860374,34.228878,34.860374,92,24,53,42
32,0,33,32,32.584511,33.785759,33.179699,33.785759,90,24,53,44
35,0,32,35,35.648670,36.982304,36.309364,36.982304,94,24,53,42
39,0,35,39,39.738674,41.258255,40.491337,41.258255,96,24,53,44
42,0,39,42,42.808350,44.472027,43.632259,44.472027,94,24,53,42
45,0,42,45,45.880447,47.693356,46.778118,47.693356,87,24,53,42
49,0,45,49,49.982475,52.006920,50.984650,52.006920,92,24,53,44
52,0,49,52,53.060295,55.246181,54.142208,55.246181,92,24,53,44
56,0,52,56,57.171055,59.587143,58.366600,59.587143,94,24,53,42
58,0,56,58,59.221970,61.743687,60.469685,61.743687,94,24,53,44
61,0,58,61,62.306168,65.003006,63.640305,65.003006,96,24,53,42
64,0,61,64,65.392181,68.268051,66.814644,68.268051,87,24,52,44
66,0,64,66,67.444008,70.427498,68.919609,70.427498,92,24,53,42
68,0,66,68,69.495720,72.586578,71.024338,72.586578,90,24,53,44
70,0,68,70,71.547226,74.745026,73.128647,74.745026,96,24,53,44
70,0,70,70,71.523964,74.672157,73.081108,74.672157,96,24,53,44
70,0,70,70,71.501511,74.601852,73.035233,74.601852,92,24,53,42
69,0,70,69,70.444420,73.424599,71.919075,73.424599,90,24,52,44
68,0,69,68,69.390266,72.256660,70.808960,72.256660,94,24,53,37
68,0,68,68,69.371964,72.199493,70.771606,72.199493,88,24,53,44
68,0,68,68,69.354195,72.144028,70.735359,72.144028,92,24,53,42
69,0,68,69,70.369530,73.190674,71.766243,73.190674,94,24,52,40
68,0,69,68,69.319504,72.035812,70.664604,72.035812,90,24,53,42
68,0,68,68,69.303192,71.984978,70.631355,71.984978,92,24,53,44
68,0,68,68,69.287315,71.935524,70.599007,71.935524,88,24,53,44
68,0,68,68,69.271858,71.887390,70.567505,71.887390,92,24,53,37
67,0,68,67,68.226646,70.747726,69.475754,70.747726,88,24,53,44
66,0,67,66,67.183456,69.614403,68.388130,69.614403,99,24,53,39
64,0,66,64,65.114021,67.400581,66.247437,67.400581,92,24,53,46
60,0,64,60,60.995907,63.037590,62.008347,63.037590,90,24,53,42
58,0,60,58,58.937199,60.857273,59.889542,60.857273,87,24,53,42
47,0,58,47,47.680382,49.070835,48.370613,49.070835,90,24,53,44
36,0,47,36,36.473289,37.438614,36.952801,37.438614,92,24,53,42
30,0,36,30,30.377451,31.146660,30.759651,31.146660,99,24,53,39
26,0,30,26,26.318806,26.968191,26.641520,26.968191,90,24,53,42
20,0,26,20,20.237179,20.720009,20.477171,20.720009,94,24,53,42
19,0,20,19,19.224157,19.680439,19.450960,19.680439,88,24,53,42
23,0,19,23,23.275455,23.836304,23.554211,23.836304,150,24,59,41
27,0,23,27,27.329165,27.999582,27.662342,27.999582,90,24,53,42
32,0,27,32,32.400318,33.216042,32.805645,33.216042,103,24,53,37
38,0,32,38,38.492676,39.497276,38.991741,39.497276,88,24,53,42
43,0,38,43,43.576286,44.752129,44.160294,44.752129,90,24,53,37
47,0,43,47,47.647572,48.969604,48.304066,48.969604,92,24,53,44
51,0,47,51,51.723202,53.200516,52.456657,53.200516,87,24,52,44
53,0,51,53,53.760357,55.313953,54.531624,55.313953,94,24,53,42
53,0,53,53,53.754936,55.297222,54.520626,55.297222,92,24,53,42
51,0,53,51,51.707626,53.152470,52.425072,53.152470,96,24,53,39
48,0,51,48,48.643147,49.955406,49.294910,49.955406,84,24,53,44
46,0,48,46,46.601685,47.828766,47.211239,47.828766,94,24,53,42
45,0,46,45,45.580284,46.763401,46.168053,46.763401,88,24,52,44
44,0,45,44,44.559544,45.700066,45.126202,45.700066,96,24,53,37
45,0,44,45,45.574448,46.745438,46.156231,46.745438,94,24,53,44
48,0,45,48,48.625889,49.902256,49.259937,49.902256,96,24,52,42
51,0,48,51,51.679573,53.066006,52.368202,53.066006,88,24,53,44
55,0,51,55,55.756168,57.299835,56.522732,57.299835,92,24,53,42
58,0,55,58,58.815247,60.480278,59.641953,60.480278,90,24,53,44
60,0,58,60,60.853565,62.597298,61.719273,62.597298,94,24,53,42
63,0,60,63,63.916191,65.788734,64.845703,65.788734,94,24,53,44
66,0,63,66,66.980934,68.986755,67.976448,68.986755,94,24,53,42
67,0,66,67,67.995995,70.032631,69.006798,70.032631,83,24,53,42
68,0,67,68,69.010902,71.078018,70.036835,71.078018,92,24,53,42
67,0,68,67,67.974434,69.966019,68.963036,69.966019,90,24,53,44
65,0,67,65,65.915146,67.784279,66.843178,67.784279,94,24,53,42
62,0,65,62,62.836510,64.543541,63.684307,64.543541,96,24,53,42
55,0,62,55,55.680939,57.068214,56.370308,57.068214,96,24,53,39
46,0,55,46,46.513805,47.558697,47.033348,47.558697,87,24,53,44
39,0,46,39,39.405006,40.227684,39.814220,40.227684,92,24,53,44
31,0,39,31,31.298813,31.905107,31.600506,31.905107,90,24,53,42
23,0,31,23,23.208183,23.630220,23.418251,23.630220,94,24,53,42
19,0,23,19,19.167749,19.507702,19.336979,19.507702,94,24,53,44
23,0,19,23,23.206947,23.626444,23.415756,23.626444,94,24,53,42
30,0,23,30,30.280884,30.850567,30.564398,30.850567,87,24,53,42
37,0,30,37,37.363972,38.102688,37.731522,38.102688,94,24,53,42
41,0,37,41,41.416355,42.261791,41.836937,42.261791,87,24,53,44
45,0,41,45,45.472641,46.432873,45.950249,46.432873,94,24,53,37
48,0,45,48,48.517105,49.568092,49.039783,49.568092,94,24,53,44
52,0,48,52,52.580822,53.762005,53.168133,53.762005,88,24,53,42
55,0,52,55,55.630718,56.913933,56.268669,56.913933,92,24,53,44
58,0,55,58,58.682953,60.073078,59.373947,60.073078,90,24,53,46
61,0,58,61,61.737518,63.239410,62.483952,63.239410,92,24,53,40
63,0,61,63,63.773014,65.347610,64.555511,65.347610,90,24,53,46
62,0,63,62,62.744720,64.261108,63.498386,64.261108,99,24,53,39
63,0,62,63,63.759026,65.304619,64.527191,65.304619,87,24,53,42
63,0,63,63,63.752167,65.283546,64.513313,65.283546,88,24,53,42
62,0,63,62,62.724766,64.199814,63.458004,64.199814,94,24,53,42
59,0,62,59,59.659153,60.999630,60.325668,60.999630,90,24,52,44
52,0,59,52,52.528603,53.601986,53.062580,53.601986,96,24,53,42
44,0,52,44,44.403980,45.223103,44.811668,45.223103,103,24,53,40
38,0,44,38,38.325138,38.983784,38.653057,38.983784,88,24,53,42
25,0,38,25,25.185755,25.561417,25.372890,25.561417,90,24,53,44
17,0,25,17,17.118534,17.358086,17.237894,17.358086,92,24,53,42
21,0,17,21,21.149548,21.451845,21.300159,21.451845,94,24,53,44
26,0,21,26,26.191174,26.577747,26.383753,26.577747,94,24,53,42
32,0,26,32,32.246357,32.744774,32.494610,32.744774,103,24,52,40
37,0,32,37,37.297817,37.900665,37.598034,37.900665,88,24,53,42
42,0,37,42,42.354977,43.073956,42.712952,43.073956,90,24,53,42
45,0,42,45,45.391933,46.186073,45.787281,46.186073,92,24,53,42
45,0,45,45,45.390091,46.180443,45.783562,46.180443,88,24,53,42
41,0,45,41,41.336582,42.018063,41.675930,42.018063,92,24,53,44
34,0,41,34,34.255306,34.771683,34.512527,34.771683,96,24,52,44
26,0,34,26,26.178185,26.538223,26.357590,26.538223,90,24,52,37
25,0,26,25,25.169531,25.512049,25.340212,25.512049,90,24,53,42
30,0,25,30,30.212009,30.640532,30.425516,30.640532,96,24,53,44
35,0,30,35,35.259315,35.783722,35.520550,35.783722,88,24,53,44
38,0,35,38,38.290264,38.877464,38.582748,38.877464,90,24,53,42
43,0,38,43,43.346943,44.049252,43.696686,44.049252,90,24,53,44
47,0,43,47,47.396984,48.201038,47.797321,48.201038,99,24,52,39
51,0,47,51,51.451561,52.366714,51.907120,52.366714,92,24,53,42
54,0,51,54,54.494995,55.498642,54.994530,55.498642,94,24,53,42
57,0,54,57,57.540970,58.638363,58.087074,58.638363,88,24,53,44
60,0,57,60,60.589500,61.785931,61.184792,61.785931,90,24,53,42
63,0,60,63,63.640568,64.941299,64.287643,64.941299,90,24,53,44
65,0,63,65,65.673988,67.043007,66.354965,67.043007,99,24,53,37
67,0,65,67,67.708176,69.147064,68.423836,69.147064,92,24,53,42
69,0,67,69,69.743088,71.253357,70.494179,71.253357,96,24,53,42
69,0,69,69,69.735023,71.228653,70.477882,71.228653,88,24,53,44
68,0,69,68,68.706032,70.140152,69.419388,70.140152,92,24,53,46
63,0,68,63,63.599644,64.816109,64.204994,64.816109,90,24,53,44
59,0,63,59,59.523815,60.585438,60.052280,60.585438,99,24,59,37
53,0,59,53,53.425789,54.287659,53.855000,54.287659,92,24,53,42
44,0,53,44,44.305439,44.922695,44.612999,44.922695,93,26,59,37
35,0,44,35,35.211655,35.638809,35.424587,35.638809,88,24,59,42
23,0,35,23,23.117542,23.354431,23.235685,23.354431,92,24,53,42
18,0,23,18,18.087318,18.263227,18.175060,18.263227,92,24,53,44
18,0,18,18,18.087255,18.263039,18.174934,18.263039,99,24,59,39
24,0,18,24,24.122068,24.368073,24.244759,24.368073,92,24,53,42
31,0,24,31,31.169239,31.510492,31.339401,31.510492,90,24,53,37
36,0,31,36,36.208801,36.630043,36.418812,36.630043,92,24,52,44
43,0,36,43,43.273438,43.825535,43.548611,43.825535,486,26,184,163
48,0,43,48,48.327599,48.989517,48.657433,48.989517,92,24,53,42
53,0,48,53,53.388992,54.175560,53.780838,54.175560,94,24,53,42
58,0,53,58,58.458153,59.385342,58.919922,59.385342,90,24,53,44
62,0,58,62,62.518795,63.569443,63.041931,63.569443,92,24,52,44
63,0,62,63,63.531422,64.607742,64.067322,64.607742,90,24,53,39
64,0,63,64,64.544106,65.646233,65.092834,65.646233,88,24,53,44
65,0,64,65,65.556839,66.684868,66.118446,66.684868,92,24,53,42
66,0,65,66,66.569603,67.723610,67.144127,67.723610,94,24,52,42
67,0,66,67,67.582405,68.762451,68.169876,68.762451,99,24,53,44
67,0,67,67,67.576729,68.745117,68.158417,68.745117,84,24,53,44
63,0,67,63,63.500740,64.514198,64.005463,64.514198,90,24,53,44
55,0,63,55,55.374306,56.130573,55.751156,56.130573,92,24,53,42
45,0,55,45,45.251732,45.759426,45.504871,45.759426,94,24,53,42
36,0,45,36,36.169586,36.511154,36.339970,36.511154,94,24,53,39
26,0,36,26,26.102222,26.307875,26.204847,26.307875,90,24,53,42
18,0,26,18,18.062654,18.188618,18.125526,18.188618,88,26,53,49
20,0,18,20,20.071121,20.214121,20.142494,20.214121,92,24,53,42
26,0,20,26,26.099163,26.298628,26.198706,26.298628,90,24,53,42
33,0,26,33,33.138844,33.418285,33.278271,33.418285,94,24,53,42
40,0,33,40,40.188274,40.567486,40.377434,40.567486,94,24,53,39
46,0,40,46,46.240204,46.724384,46.481663,46.724384,96,24,53,42
51,0,46,51,51.291096,51.878277,51.583851,51.878277,87,24,53,42
54,0,51,54,54.324760,54.980152,54.651474,54.980152,90,24,53,44
57,0,54,57,57.361027,58.089958,57.724342,58.089958,90,24,53,42
60,0,57,60,60.399929,61.207802,60.802525,61.207802,96,24,53,44
62,0,60,62,62.426319,63.287769,62.855568,63.287769,96,24,53,39
63,0,62,63,63.438076,64.323387,63.879200,64.323387,94,24,53,42
66,0,63,66,66.481995,67.456581,66.967514,67.456581,88,24,53,44
68,0,66,68,68.511238,69.545265,69.026314,69.545265,92,24,53,44
68,0,68,68,68.506203,69.529938,69.016174,69.529938,88,24,53,44
70,0,68,70,70.536079,71.620583,71.076263,71.620583,99,24,53,42
66,0,70,66,66.461723,67.394882,66.926674,67.394882,92,24,53,39
54,0,66,54,54.285965,54.862446,54.573444,54.862446,90,24,53,37
40,0,54,40,40.148357,40.446724,40.297264,40.446724,92,24,53,46
26,0,40,26,26.066149,26.198950,26.132465,26.198950,87,24,53,42
20,0,26,20,20.044355,20.133362,20.088810,20.133362,92,24,53,42
18,0,20,18,18.038385,18.115402,18.076853,18.115402,92,24,53,42
25,0,18,25,25.059902,25.180140,25.119949,25.180140,99,24,53,37
32,0,25,32,32.088448,32.266075,32.177139,32.266075,92,24,52,42
38,0,32,38,38.120373,38.362267,38.241127,38.362267,96,24,53,46
44,0,38,44,44.160461,44.483139,44.321507,44.483139,88,24,53,44
50,0,44,50,50.209965,50.632542,50.420811,50.632542,92,24,53,42
56,0,50,56,56.270035,56.814014,56.541370,56.814014,90,24,53,44
61,0,56,61,61.328831,61.991814,61.659431,61.991814,99,24,53,39
65,0,61,65,65.381493,66.151215,65.765228,66.151215,92,24,53,42
67,0,65,67,67.408188,68.232033,67.818863,68.232033,96,24,53,44
70,0,67,70,70.452042,71.364891,70.906998,71.364891,88,24,53,44
72,0,70,72,72.481209,73.453300,72.965637,73.453300,92,24,53,46
75,0,72,75,75.529289,76.599106,76.062317,76.599106,92,24,53,44
77,0,75,77,77.560699,78.694374,78.125481,78.694374,99,24,53,39
79,1,77,78.125481,78.125481,79.267410,78.694374,79.267410,92,24,61,46
80,1,77.560699,78.694374,78.694374,79.844620,79.267410,79.844620,92,24,61,44
81,1,78.125481,79.267410,79.267410,80.426033,79.844620,80.426033,92,24,61,42
82,1,78.694374,82,82.631073,83.907829,83.267006,83.907829,90,24,61,37
83,1,82,83.267006,83.267006,84.553589,83.907829,84.553589,92,24,59,44
83,1,82.631073,83.907829,83.907829,85.204315,84.553589,85.204315,96,24,59,42
82,1,83.267006,84.553589,84.553589,85.860054,85.204315,85.860054,90,24,61,42
79,0,83.907829,79,79.541298,80.635056,80.086311,80.635056,88,24,53,44
75,0,79,75,75.465828,76.406181,75.934547,76.406181,92,24,53,39
72,0,75,72,72.414131,73.249550,72.830643,73.249550,92,24,53,46
69,0,72,69,69.367188,70.107430,69.736328,70.107430,99,24,53,40
66,0,69,66,66.324570,66.978508,66.650734,66.978508,88,24,53,42
63,0,66,63,63.285934,63.861702,63.573166,63.861702,88,24,53,46
55,0,63,55,55.200237,55.602901,55.401203,55.602901,96,24,53,42
42,0,55,42,42.100563,42.302410,42.201366,42.302410,92,24,52,42
29,0,42,29,29.041992,29.126160,29.084045,29.126160,92,24,53,42
16,0,29,16,16.012703,16.038139,16.025415,16.038139,99,24,53,42
9,1,16,16.025415,16.025415,16.050873,16.038139,16.050873,92,24,61,46
4,1,16.012703,16.038139,16.038139,16.063616,16.050873,16.063616,92,24,61,46
5,1,16.025415,16.050873,16.050873,16.076368,16.063616,16.076368,92,24,59,42
14,0,16.038139,14,14.010290,14.030893,14.020588,14.030893,94,24,53,41
26,0,14,26,26.027006,26.081100,26.054039,26.081100,96,24,53,46
35,0,26,35,35.051243,35.153957,35.102562,35.153957,104,24,53,39
44,0,35,44,44.089725,44.269726,44.179634,44.269726,88,24,53,42
52,0,44,52,52.139408,52.419346,52.279190,52.419346,92,24,53,46
57,0,52,57,57.179413,57.539936,57.359390,57.539936,92,24,53,44
62,0,57,62,62.226570,62.682198,62.453968,62.682198,96,24,53,44
67,0,62,67,67.281303,67.847458,67.563789,67.847458,96,24,53,46
72,0,67,72,72.343933,73.036736,72.689507,73.036736,104,24,52,39
78,0,72,78,78.430252,79.297890,78.862877,79.297890,88,24,53,41
81,0,78,81,81.475960,82.436295,81.954720,82.436295,92,24,53,42
79,0,81,79,79.436104,80.315552,79.874619,80.315552,92,24,53,44
75,0,79,75,75.367989,76.109398,75.737785,76.109398,96,24,53,42
67,0,75,67,67.255875,67.770554,67.512726,67.770554,96,24,53,46
57,0,67,57,57.150318,57.452145,57.301033,57.452145,99,24,53,39
48,0,57,48,48.083668,48.251442,48.167480,48.251442,92,24,53,42
40,0,48,40,40.043106,40.129456,40.086258,40.129456,90,24,53,37
33,0,40,33,33.019562,33.058720,33.039135,33.058720,92,24,53,42
25,0,33,25,25.003374,25.010122,25.006748,25.010122,88,24,52,42
15,0,25,15,14.995488,14.986469,14.990978,14.986469,94,24,53,37
18,0,15,18,17.996012,17.988039,17.992025,17.988039,92,24,53,44
24,0,18,24,23.999283,23.997849,23.998566,23.997849,96,24,53,39
30,0,24,30,30.006826,30.020485,30.013655,30.020485,84,24,53,44
34,0,30,34,34.015072,34.045238,34.030151,34.045238,96,24,53,42
36,0,34,36,36.020363,36.061123,36.040737,36.061123,88,24,53,42
40,0,36,40,40.033073,40.099300,40.066174,40.099300,96,24,53,46
43,0,40,43,43.044903,43.134853,43.089855,43.134853,94,24,53,44
45,0,43,45,45.053951,45.162048,45.107967,45.162048,96,24,53,41
47,0,45,47,47.063934,47.192066,47.127956,47.192066,88,24,53,44
48,0,47,48,48.069199,48.207893,48.138496,48.207893,92,24,53,37
49,0,48,49,49.074692,49.224419,49.149498,49.224419,92,24,53,44
46,0,49,46,46.057278,46.172043,46.114624,46.172043,96,24,53,46
42,0,46,42,42.037746,42.113342,42.075527,42.113342,96,24,52,42
37,0,42,37,37.018681,37.056068,37.037369,37.056068,104,24,53,37
34,0,37,34,34.010067,34.030212,34.020138,34.030212,88,24,53,42
31,0,34,31,31.003220,31.009659,31.006439,31.009659,94,24,53,46
26,0,31,26,25.995075,25.985228,25.990150,25.985228,88,24,53,44
19,0,26,19,18.989822,18.969484,18.979650,18.969484,90,24,53,37
16,0,19,16,15.989685,15.969075,15.979377,15.969075,92,24,53,42
21,0,16,21,20.989721,20.969179,20.979448,20.969179,96,24,53,42
26,0,21,26,25.992617,25.977856,25.985235,25.977856,90,24,53,44
29,0,26,29,28.996229,28.988688,28.992458,28.988688,90,24,53,46
31,0,29,31,30.999540,30.998621,30.999081,30.998621,92,24,53,39
34,0,31,34,34.005806,34.017418,34.011612,34.017418,92,24,53,46
33,0,34,33,33.003368,33.010105,33.006737,33.010105,96,24,53,44
33,0,33,33,33.003361,33.010082,33.006721,33.010082,92,24,53,41
36,0,33,36,36.010887,36.032673,36.021778,36.032673,96,24,53,44
37,0,36,37,37.013878,37.041645,37.027760,37.041645,92,24,53,46
36,0,37,36,36.010735,36.032207,36.021469,36.032207,96,24,53,44
37,0,36,37,37.013744,37.041248,37.027493,37.041248,88,24,53,44
37,0,37,37,37.013702,37.041126,37.027412,37.041126,99,24,53,42
37,0,37,37,37.013664,37.041008,37.027332,37.041008,92,24,53,37
35,0,37,35,35.007484,35.022461,35.014973,35.022461,92,24,53,42
33,0,35,33,33.002197,33.006599,33.004398,33.006599,92,24,53,46
31,0,33,31,30.997751,30.993254,30.995502,30.993254,96,24,53,44
26,0,31,26,25.989582,25.968758,25.979168,25.968758,88,24,53,46
22,0,26,22,21.986319,21.958981,21.972645,21.958981,99,24,53,44
17,0,22,17,16.985420,16.956299,16.970854,16.956299,92,24,53,39
17,0,17,17,16.985430,16.956327,16.970873,16.956327,92,24,53,44
18,0,17,18,17.985250,17.955790,17.970514,17.955790,92,24,53,44
16,0,18,16,15.985629,15.956926,15.971272,15.956926,96,24,53,44
12,0,16,12,11.987519,11.962597,11.975052,11.962597,88,24,53,46
14,0,12,14,13.986198,13.958635,13.972410,13.958635,99,24,53,42
15,0,14,15,14.985694,14.957123,14.971401,14.957123,90,24,53,39
13,0,15,13,12.986716,12.960191,12.973447,12.960191,92,24,53,42
12,0,13,12,11.987383,11.962189,11.974779,11.962189,92,24,53,46
12,0,12,12,11.987387,11.962200,11.974787,11.962200,96,24,53,41
13,0,12,13,12.986708,12.960163,12.973429,12.960163,88,24,53,46
15,0,13,15,14.985594,14.956823,14.971202,14.956823,94,24,53,44
17,0,15,17,16.984903,16.954750,16.969820,16.954750,96,24,53,39
21,0,17,21,20.984814,20.954472,20.969637,20.954472,90,24,53,37
26,0,21,26,25.987867,25.963619,25.975740,25.963619,92,24,53,46
31,0,26,31,30.995445,30.986338,30.990891,30.986338,87,24,53,44
35,0,31,35,35.005581,35.016750,35.011166,35.016750,92,24,53,39
39,0,35,39,39.019741,39.059250,39.039490,39.059250,92,24,53,41
42,0,39,42,42.033405,42.100296,42.066837,42.100296,99,24,53,39
