speed,flag,x_antp,x_atualp,y_pred,ypred_virtual,Y_virtual_0,Y_virtual_1,time_teda,time_rls_filter_1,time_rls_filter_2,time_rls_update_1
50,0,50,50,50.186771,50.562408,50.374241,50.562408,84,24,53,44
49,0,50,49,49.175552,49.528549,49.351734,49.528549,88,24,53,46
47,0,49,47,47.155529,47.468132,47.311573,47.468132,88,28,53,41
42,0,47,42,42.112915,42.339653,42.226131,42.339653,88,24,53,42
38,0,42,38,38.085342,38.256607,38.170879,38.256607,80,24,53,44
34,0,38,34,34.062817,34.188797,34.125748,34.188797,88,28,53,44
29,0,34,29,29.040724,29.122343,29.081505,29.122343,80,24,53,44
24,0,29,24,24.024624,24.073950,24.049274,24.073950,92,24,53,37
16,1,24,24.049274,24.049274,24.098650,24.073950,24.098650,84,28,59,42
13,1,24.024624,24.073950,24.073950,24.123377,24.098650,24.123377,84,24,61,37
14,1,24.049274,24.098650,24.098650,24.148129,24.123377,24.148129,88,24,61,44
17,0,24.073950,17,17.009718,17.029171,17.019442,17.029171,80,28,52,42
20,0,17,20,20.014156,20.042501,20.028324,20.042501,88,24,53,44
24,0,20,24,24.022160,24.066538,24.044338,24.066538,88,24,53,44
28,0,24,28,28.033129,28.099503,28.066296,28.099503,88,28,53,44
33,0,28,33,33.051613,33.155079,33.103306,33.155079,84,24,53,44
36,0,33,36,36.065945,36.198193,36.132008,36.198193,84,24,53,44
40,0,36,40,40.088917,40.267342,40.178032,40.267342,84,28,53,42
43,0,40,43,43.109440,43.329155,43.219158,43.329155,80,24,53,44
45,0,43,45,45.124657,45.375011,45.249660,45.375011,84,24,53,44
48,0,45,48,48.150154,48.451870,48.300777,48.451870,92,28,53,42
50,0,48,50,50.168671,50.507717,50.337910,50.507717,84,24,53,44
49,0,50,49,49.157417,49.473766,49.315338,49.473766,87,24,53,44
47,0,49,47,47.137363,47.413300,47.275131,47.413300,79,28,53,37
47,0,47,47,47.136536,47.410797,47.273468,47.410797,84,24,53,44
49,0,47,49,49.154057,49.463627,49.308598,49.463627,84,24,52,44
51,0,49,51,51.172905,51.520477,51.346397,51.520477,92,28,53,42
54,0,51,54,54.204197,54.614914,54.409168,54.614914,84,24,53,44
56,0,54,56,56.226421,56.682014,56.453758,56.682014,88,24,53,44
57,0,56,57,57.237087,57.714226,57.475163,57.714226,80,28,53,42
59,0,57,59,59.261196,59.787064,59.523548,59.787064,84,24,53,42
61,0,59,61,61.286587,61.863808,61.574520,61.863808,84,24,52,42
61,0,61,61,61.283794,61.855350,61.568909,61.855350,92,28,53,42
61,0,61,61,61.281055,61.847054,61.563404,61.847054,84,24,53,44
61,0,61,61,61.278362,61.838905,61.557995,61.838905,88,24,53,44
61,0,61,61,61.275723,61.830914,61.552692,61.830914,80,28,52,44
62,0,61,62,62.287163,62.865482,62.575653,62.865482,83,24,53,44
65,0,62,65,65.328407,65.990211,65.658478,65.990211,84,24,52,44
66,0,65,66,66.340599,67.027077,66.682953,67.027077,92,28,53,42
67,0,66,67,67.352898,68.064285,67.707657,68.064285,84,24,53,44
67,0,67,67,67.349068,68.052666,67.699951,68.052666,84,24,53,44
65,0,67,65,65.314171,65.947075,65.629860,65.947075,88,28,53,42
63,0,65,63,63.282066,63.849995,63.565395,63.849995,80,24,53,42
62,0,63,62,62.265846,62.800964,62.532833,62.800964,92,24,53,46
62,0,62,62,62.263466,62.793762,62.528053,62.793762,84,28,53,41
61,0,62,61,61.248192,61.747612,61.497395,61.747612,84,24,53,44
61,0,61,61,61.246078,61.741215,61.493149,61.741215,84,24,53,42
60,0,61,60,60.231670,60.697701,60.464237,60.697701,88,28,53,44
58,0,60,58,58.206402,58.621410,58.413536,58.621410,80,24,53,44
53,0,58,53,53.152657,53.459293,53.305756,53.459293,104,24,53,39
47,0,53,47,47.101082,47.303898,47.202381,47.303898,84,28,53,42
37,0,47,37,37.040314,37.121075,37.080673,37.121075,84,24,53,42
27,0,37,27,27.006956,27.020874,27.013914,27.020874,84,24,53,42
20,0,27,20,19.996634,19.989902,19.993267,19.989902,88,28,53,44
18,0,20,18,17.995338,17.986021,17.990679,17.986021,80,24,53,44
25,0,18,25,25.000736,25.002209,25.001472,25.002209,92,24,53,44
31,0,25,31,31.011633,31.034914,31.023272,31.034914,84,28,53,41
36,0,31,36,36.026428,36.079342,36.052876,36.079342,84,24,53,42
41,0,36,41,41.047211,41.141792,41.094475,41.141792,84,24,53,42
45,0,41,45,45.068867,45.206921,45.137840,45.206921,84,28,52,42
48,0,45,48,48.088287,48.265347,48.176735,48.265347,84,24,53,42
52,0,48,52,52.118504,52.356323,52.237278,52.356323,87,24,53,37
54,0,52,54,54.135410,54.407249,54.271160,54.407249,88,28,53,41
56,0,54,56,56.153561,56.461948,56.307545,56.461948,80,24,53,37
58,0,56,58,58.172966,58.520443,58.346447,58.520443,133,24,53,37
59,0,58,59,59.182480,59.549133,59.365524,59.549133,84,28,53,42
60,0,59,60,60.192219,60.578503,60.385052,60.578503,84,24,53,44
60,0,60,60,60.190636,60.573727,60.381878,60.573727,84,24,53,44
61,0,60,61,61.200527,61.603561,61.401714,61.603561,88,28,53,42
62,0,61,62,62.210621,62.634014,62.421959,62.634014,84,24,53,44
63,0,62,63,63.220913,63.665066,63.442600,63.665066,84,24,53,42
64,0,63,64,64.231392,64.696693,64.463623,64.696693,84,28,53,44
63,0,64,63,63.216843,63.652767,63.434429,63.652767,80,24,52,42
63,0,63,63,63.214966,63.647099,63.430664,63.647099,84,24,52,44
64,0,63,64,64.225243,64.678108,64.451279,64.678108,92,28,53,42
65,0,64,65,65.235703,65.709679,65.472260,65.709679,84,24,53,44
66,0,65,66,66.246330,66.741760,66.493584,66.741760,87,24,53,44
67,0,66,67,67.257126,67.774338,67.515236,67.774338,80,28,53,42
67,0,67,67,67.254707,67.767029,67.510384,67.767029,84,24,53,44
67,0,67,67,67.252327,67.759827,67.505600,67.759827,84,24,53,44
65,0,67,65,65.224556,65.675995,65.449883,65.675995,92,28,53,42
62,0,65,62,62.187584,62.564457,62.375736,62.564457,83,24,53,39
60,0,62,60,60.164982,60.496307,60.330418,60.496307,88,24,53,46
59,0,60,59,59.153881,59.462852,59.308167,59.462852,80,28,53,42
59,0,59,59,59.152805,59.459606,59.306007,59.459606,84,24,53,44
54,0,59,54,54.106911,54.321365,54.214031,54.321365,84,24,52,42
45,0,54,45,45.044807,45.134560,45.089661,45.134560,92,28,53,39
33,0,45,33,32.997063,32.991188,32.994125,32.991188,84,24,53,44
22,0,33,22,21.982000,21.946047,21.964016,21.946047,88,24,53,44
14,1,22,21.964016,21.964016,21.928093,21.946047,21.928093,80,28,61,39
17,0,21.982000,17,16.982309,16.946983,16.964638,16.946983,84,24,53,44
22,0,17,22,21.980965,21.942945,21.961946,21.942945,84,24,53,42
27,0,22,27,26.982822,26.948500,26.965656,26.948500,92,28,53,41
32,0,27,32,31.988699,31.966108,31.977402,31.966108,84,24,53,44
36,0,32,36,35.997005,35.991016,35.994011,35.991016,84,24,52,44
40,0,36,40,40.008854,40.026569,40.017712,40.026569,84,28,53,42
44,0,40,44,44.024647,44.073982,44.049309,44.073982,84,24,53,37
47,0,44,47,47.039417,47.118347,47.078865,47.118347,108,32,53,37
50,0,47,50,50.056751,50.170441,50.113564,50.170441,88,28,53,41
53,0,50,53,53.076763,53.230629,53.153641,53.230629,84,24,53,42
55,0,53,55,55.091587,55.275219,55.183327,55.275219,84,24,53,42
57,0,55,57,57.107613,57.323444,57.215427,57.323444,84,28,53,41
59,0,57,59,59.124847,59.375340,59.249962,59.375340,84,24,53,42
61,0,59,61,61.143291,61.430882,61.286919,61.430882,88,24,53,44
61,0,61,61,61.142170,61.427505,61.284672,61.427505,84,28,53,41
62,0,61,62,62.151264,62.454903,62.302898,62.454903,88,24,52,42
59,0,62,59,59.120068,59.360935,59.240379,59.360935,84,24,53,39
54,0,59,54,54.076275,54.229149,54.152657,54.229149,88,28,53,44
46,0,54,46,46.023762,46.071320,46.047535,46.071320,80,24,52,42
36,0,46,36,35.984505,35.953537,35.969017,35.953537,92,24,53,44
27,0,36,27,26.970392,26.911274,26.940817,26.911274,84,28,53,41
17,0,27,17,16.971876,16.915766,16.943798,16.915766,88,24,53,39
17,0,17,17,16.971893,16.915817,16.943832,16.915817,80,24,53,42
21,0,17,21,20.968309,20.905071,20.936666,20.905071,350,35,187,39
27,0,21,27,26.966522,26.899693,26.933086,26.899693,88,24,53,46
32,0,27,32,31.969635,31.908991,31.939299,31.908991,88,24,53,44
37,0,32,37,36.977722,36.933205,36.955456,36.933205,88,28,53,42
41,0,37,41,40.988522,40.965576,40.977047,40.965576,84,24,53,44
45,0,41,45,45.003483,45.010448,45.006966,45.010448,88,24,53,44
48,0,45,48,48.017799,48.053421,48.035606,48.053421,80,28,53,42
51,0,48,51,51.034813,51.104507,51.069649,51.104507,84,24,53,44
53,0,51,53,53.047741,53.143349,53.095524,53.143349,80,24,53,42
54,0,53,54,54.054562,54.163853,54.109180,54.163853,92,28,53,44
56,0,54,56,56.069336,56.208263,56.138756,56.208263,84,24,53,44
57,0,56,57,57.076992,57.231293,57.154091,57.231293,87,24,53,44
58,0,57,58,58.084911,58.255112,58.169949,58.255112,80,28,53,42
59,0,58,59,59.093086,59.279701,59.186321,59.279701,84,24,53,44
60,0,59,60,60.101517,60.305065,60.203205,60.305065,84,24,53,44
60,0,60,60,60.100742,60.302738,60.201656,60.302738,92,28,53,42
56,0,60,56,56.064934,56.195030,56.129944,56.195030,84,24,53,42
46,0,56,46,45.998829,45.996487,45.997658,45.996487,88,24,53,44
31,0,46,31,30.954292,30.863079,30.908651,30.863079,80,28,53,42
19,0,31,19,18.957146,18.871727,18.914389,18.871727,84,24,53,44
17,0,19,17,16.960316,16.881224,16.920723,16.881224,84,24,53,44
20,0,17,20,19.955524,19.866871,19.911148,19.866871,92,28,53,42
27,0,20,27,26.948175,26.844824,26.896450,26.844824,84,24,53,44
32,0,27,32,31.948076,31.844481,31.896236,31.844481,88,24,53,46
36,0,32,36,35.951809,35.855621,35.903683,35.855621,80,28,52,42
40,0,36,40,39.959282,39.877972,39.918606,39.877972,84,24,52,44
44,0,40,44,43.970917,43.912807,43.941853,43.912807,84,24,53,44
48,0,44,48,47.987110,47.961342,47.974224,47.961342,92,28,53,41
51,0,48,51,51.002640,51.007919,51.005280,51.007919,84,24,53,44
53,0,51,53,53.014690,53.044083,53.029385,53.044083,87,24,53,44
53,0,53,53,53.014603,53.043819,53.029209,53.043819,80,28,53,42
53,0,53,53,53.014511,53.043545,53.029026,53.043545,88,24,53,44
51,0,53,51,51.001995,51.005985,51.003990,51.005985,88,24,53,44
51,0,51,51,51.001984,51.005951,51.003967,51.005951,92,29,53,37
55,0,51,55,55.026703,55.080151,55.053421,55.080151,84,24,53,44
58,0,55,58,58.048889,58.146793,58.097820,58.146793,80,24,53,42
59,0,58,59,59.056816,59.170612,59.113686,59.170612,134,29,58,39
59,0,59,59,59.056385,59.169319,59.112823,59.169319,84,24,53,44
61,0,59,61,61.073380,61.220402,61.146847,61.220402,87,24,53,41
61,0,61,61,61.072796,61.218651,61.145679,61.218651,84,28,53,41
60,0,61,60,60.063236,60.189907,60.126537,60.189907,84,24,53,42
58,0,60,58,58.045910,58.137840,58.091858,58.137840,84,24,53,42
59,0,58,59,59.053589,59.160908,59.107224,59.160908,88,28,53,44
57,0,59,57,57.037270,57.111885,57.074566,57.111885,80,24,53,42
55,0,57,55,55.022606,55.067848,55.045223,55.067848,88,24,53,44
52,0,55,52,52.003353,52.010059,52.006706,52.010059,88,28,53,41
50,0,52,50,49.992390,49.977169,49.984779,49.977169,88,24,53,42
50,0,50,50,49.992428,49.977283,49.984856,49.977283,80,24,53,42
49,0,50,49,48.987526,48.962589,48.975056,48.962589,84,28,53,44
46,0,49,46,45.974297,45.922935,45.948608,45.922935,84,24,53,42
41,0,46,41,40.957588,40.872894,40.915218,40.872894,88,24,53,44
37,0,41,37,36.949219,36.847866,36.898506,36.847866,88,28,53,41
31,0,37,31,30.943186,30.829868,30.886475,30.829868,88,24,53,42
23,0,31,23,22.945944,22.838213,22.892015,22.838213,80,24,53,44
20,0,23,20,19.950127,19.850752,19.900377,19.850752,84,28,53,44
24,0,20,24,23.944298,23.833282,23.888725,23.833282,84,24,53,39
29,0,24,29,28.940262,28.821156,28.880648,28.821156,88,24,53,46
34,0,29,34,33.940765,33.822605,33.881634,33.822605,88,28,53,41
38,0,34,38,37.945221,37.835896,37.890518,37.835896,88,24,53,42
40,0,38,40,39.949165,39.847691,39.898396,39.847691,80,24,53,42
40,0,40,40,39.949345,39.848228,39.898754,39.848228,84,28,53,44
38,0,40,38,37.945354,37.836300,37.890789,37.836300,83,24,53,42
36,0,38,36,35.942352,35.827339,35.884800,35.827339,88,24,53,44
31,0,36,31,30.938129,30.814760,30.876383,30.814760,88,28,53,42
26,0,31,26,25.939240,25.818146,25.878622,25.818146,96,24,53,44
21,0,26,21,20.944876,20.835062,20.889896,20.835062,84,24,53,44
16,1,21,20.889896,20.889896,20.780371,20.835062,20.780371,84,28,61,39
11,1,20.944876,20.835062,20.835062,20.725824,20.780371,20.725824,88,24,61,39
