"Name","Threshold","FlagCorrection","N_outlier_max","Window","Forecasting","n_Epochs","n_Units","Energy_Consumed","accuracy","f1_score","recall","rmse_lstm_pred","mae_pred","mae_max","mae_mean","mae_min","rmse_max","rmse_mean","rmse_min"
"rural-sweep-547","1.2","false","2","3","2","100","10","0.000019416355340111223","0.8974358974358975","0.6363636363636364","1","24.890564912546097","17.133325832456116","19.15181919991629","18.142572516186203","17.133325832456116","26.62168223332023","25.756123572933163","24.890564912546097"
"eager-sweep-433","1.2","true","3","2","4","100","10","0.0000181504959724292","0.9102564102564102","0.6666666666666666","1","23.35529528858768","13.81753079104733","18.54830916430981","16.48335314362761","13.81753079104733","26.033385847575683","24.76164844996609","23.35529528858768"
"vocal-sweep-276","1.2","true","3","2","3","200","100","0.000017514365557713442","0.935897435897436","0.7368421052631579","1","22.980071070658084","11.088686785016744","17.402251338810114","14.356774393030472","11.088686785016744","25.07815969758664","23.99137555349328","22.980071070658084"
"morning-sweep-869","1.2","false","2","2","4","200","50","0.00001910153693940843","0.9102564102564102","0.6666666666666666","1","23.830241328611443","13.658782325487014","16.412194567554028","15.131030717091743","13.658782325487014","24.62037524991062","24.10241731932955","23.517579695803953"
"grateful-sweep-338","1.2","true","1","4","4","100","50","0.000017817470471145876","0.9102564102564102","0.6666666666666666","1","23.853846276182782","15.104289356102884","16.745381222890877","15.266233167692905","14.084581665435396","25.840048804145","24.621914791890152","23.853846276182782"
"misty-sweep-170","1.2","true","1","3","3","100","50","0.00001798852117419857","0.935897435897436","0.7368421052631579","1","23.96983422598624","15.316548158165077","16.438917846996752","15.361789236569097","14.329901704545456","24.546748554904052","23.80331529650394","22.89336310862152"
"peachy-sweep-872","1.2","false","2","3","4","100","50","0.000019459834494258784","0.9102564102564102","0.6666666666666666","1","23.744551025376307","14.920667525492084","19.327757465154477","16.809025968120626","14.920667525492084","26.66398021195568","24.86298615509417","23.744551025376307"
"upbeat-sweep-442","1.2","true","3","3","4","200","10","0.000018546952464656416","0.9102564102564102","0.6666666666666666","1","24.81154578329081","16.559330623478086","17.735112362552","16.745735416560983","16.128988760811943","25.22798717495479","24.775341784971666","24.26288584643394"
"glowing-sweep-929","1.2","false","3","3","4","200","50","0.00001907683315379902","0.9102564102564102","0.6666666666666666","1","24.723790733393574","14.52404411930233","16.534557471178722","15.154245964486256","14.41087894445642","25.36792231857757","24.58730156450682","23.115878838594767"
"worthy-sweep-71","1.2","true","2","4","2","200","50","0.000017591020297616826","0.8974358974358975","0.6363636363636364","1","22.091188207422825","13.096041565417003","13.873733309381658","13.484887437399331","13.096041565417003","24.96966217461987","23.530425191021347","22.091188207422825"
"firm-sweep-386","1.2","true","2","3","4","100","50","0.00001795346057707345","0.9102564102564102","0.6666666666666666","1","24.97358571517922","16.98852491042893","18.291250029011515","16.64103195919681","13.803004105684357","26.24065545799388","24.964259022836067","23.05082320910399"
"rich-sweep-122","1.2","true","3","4","2","100","50","0.00001745272640267192","0.8974358974358975","0.6363636363636364","1","24.08411457051805","14.78761230801669","14.996569717486494","14.892091012751592","14.78761230801669","25.1541860156841","24.619150293101075","24.08411457051805"
"worldly-sweep-759","1.2","false","3","2","3","100","100","0.000019104452000445033","0.935897435897436","0.7368421052631579","1","23.684409863268975","15.0949564564098","18.378893074174357","16.53878315250017","15.0949564564098","26.095252192665647","24.752322025790363","23.684409863268975"
"woven-sweep-3","1.2","true","1","2","2","100","100","0.000017940385452527356","0.8974358974358975","0.6363636363636364","1","28.287695602178182","22.534295994191353","23.465373078105976","22.999834536148665","22.534295994191353","28.387572453641535","28.33763402790986","28.287695602178182"
"youthful-sweep-341","1.2","true","1","4","4","200","50","0.000019563524454257124","0.9102564102564102","0.6666666666666666","1","23.914953913260856","15.27342963439149","15.29775564686168","14.56219060338008","12.862016352348824","24.44301997450996","23.994161205768116","23.181487003075915"
"ruby-sweep-278","1.2","true","3","3","3","100","50","0.000017826030327228056","0.935897435897436","0.7368421052631579","1","24.50866846624851","15.04680758627359","17.715503524978438","16.397529988131172","15.04680758627359","25.177478616457915","24.717605111188888","24.466668250860245"
"crisp-sweep-868","1.2","false","2","2","4","200","10","0.00001882132554537091","0.9102564102564102","0.6666666666666666","1","22.8538258434598","12.074027486746653","16.43000399677227","14.350341490153523","12.074027486746653","24.330948890468125","23.555525574121873","22.8538258434598"
"eager-sweep-498","1.2","false","1","3","2","200","100","0.000018093692726511615","0.8974358974358975","0.6363636363636364","1","23.88687164848059","14.327033500374135","14.327033500374135","14.054917973426718","13.782802446479304","23.88687164848059","23.601612749065037","23.316353849649484"
"rural-sweep-919","1.2","false","3","2","4","100","10","0.00002647167676873614","0.9102564102564102","0.6666666666666666","1","24.280993116305385","16.033573017229354","17.936593134892448","17.348014635715238","16.033573017229354","25.720159910090928","25.215151742738808","24.280993116305385"
"different-sweep-713","1.2","false","2","3","3","200","50","0.00002735654541975123","0.935897435897436","0.7368421052631579","1","21.909764852349724","11.497870748465402","15.175560070642245","13.681062636232582","11.497870748465402","23.784868795383645","22.81342022402148","21.909764852349724"
"usual-sweep-68","1.2","true","2","4","2","100","50","0.00001767541167299353","0.8974358974358975","0.6363636363636364","1","24.008508761917092","14.315056767451296","15.289335858867693","14.802196313159495","14.315056767451296","26.16376074415892","25.086134753038003","24.008508761917092"
"upbeat-sweep-8","1.2","true","1","3","2","100","50","0.00003744017436931788","0.8974358974358975","0.6363636363636364","1","23.96862579967426","15.470195054884083","18.71511088391589","17.092652969399985","15.470195054884083","25.769686540948022","24.869156170311143","23.96862579967426"
"pleasant-sweep-710","1.2","false","2","3","3","100","50","0.000019426861641936488","0.935897435897436","0.7368421052631579","1","24.796800148945568","14.87811951745764","17.09508124667081","15.765613534268466","14.87811951745764","25.016235722733235","24.884114692911357","24.796800148945568"
"vocal-sweep-57","1.2","true","2","2","2","100","100","0.000018788716179760235","0.8974358974358975","0.6363636363636364","1","28.08392702932169","22.682704066526735","23.245262568803263","22.963983317665","22.682704066526735","28.97530614560664","28.52961658746416","28.08392702932169"
"likely-sweep-337","1.2","true","1","4","4","100","10","0.00001773025516238704","0.9102564102564102","0.6666666666666666","1","24.61267434464186","16.410663274512352","17.068457032518264","15.72989506410871","14.45403190826812","26.293481181992203","24.9145779508354","23.806155710294863"
"soft-sweep-878","1.2","false","2","4","4","100","50","0.000019393690151805587","0.9102564102564102","0.6666666666666666","1","23.29933197705906","14.447316637866528","15.674517491962384","14.64050799150343","13.531803268868584","25.017996970637157","24.12874811071984","23.29933197705906"
"wild-sweep-814","1.2","false","1","2","4","200","10","0.00001944024102464293","0.9102564102564102","0.6666666666666666","1","22.464640679350577","13.083972907049008","15.46281670413327","14.343931459778624","13.083972907049008","23.60174250607385","23.108748615707498","22.464640679350577"
"jolly-sweep-771","1.2","false","3","4","3","100","100","0.00001990411457476714","0.935897435897436","0.7368421052631579","1","23.579400395899007","13.043073276430604","13.600252011068768","13.035097563006252","12.46196740151938","24.124062683878137","23.31294479698214","22.235371311169285"
"graceful-sweep-549","1.2","false","2","3","2","100","100","0.000021911855440404094","0.8974358974358975","0.6363636363636364","1","24.52245867444534","16.327351441856482","19.125920007007153","17.726635724431816","16.327351441856482","26.236135182955557","25.379296928700448","24.52245867444534"
"vocal-sweep-59","1.2","true","2","2","2","200","50","0.000017525495418432734","0.8974358974358975","0.6363636363636364","1","22.93882731231311","13.289033388132864","16.05756877726765","14.673301082700256","13.289033388132864","24.06999746299755","23.50441238765533","22.93882731231311"
"crisp-sweep-66","1.2","true","2","3","2","200","100","0.000017830138239022518","0.8974358974358975","0.6363636363636364","1","23.735179383611648","13.534185366781658","13.534185366781658","13.326523178219489","13.118860989657316","23.735179383611648","23.543480926213068","23.351782468814488"
"elated-sweep-222","1.2","true","2","2","3","200","100","0.00002090822255383096","0.935897435897436","0.7368421052631579","1","22.47579389124783","11.384785894220524","15.761483105468752","13.035154374239042","11.384785894220524","24.161334033065636","23.060693033298083","22.47579389124783"
"flowing-sweep-443","1.2","true","3","3","4","200","50","0.000018390017332889483","0.9102564102564102","0.6666666666666666","1","21.69804293059629","11.046767801180753","14.301890196168577","13.11637220391608","11.046767801180753","23.757796338897855","22.939721105667072","21.69804293059629"
"true-sweep-490","1.2","false","1","2","2","200","10","0.000018423537975044784","0.8974358974358975","0.6363636363636364","1","24.30296167980657","15.430877312836088","15.806523634397829","15.618700473616958","15.430877312836088","24.402426526815276","24.352694103310924","24.30296167980657"
"worthy-sweep-446","1.2","true","3","4","4","100","50","0.00002072295491277575","0.9102564102564102","0.6666666666666666","1","23.618611431051427","15.486428723461598","15.486428723461598","14.820890487869065","14.041871204405949","24.556919342604488","23.757080379388732","23.20881337494646"
"smart-sweep-274","1.2","true","3","2","3","200","10","0.00001781160656016709","0.935897435897436","0.7368421052631579","1","24.095584339293374","15.37671940933822","17.56377899566254","15.811785509355552","14.4948581230659","25.457324498326305","24.50385244506153","23.958648497564912"
"vague-sweep-598","1.2","false","3","2","2","200","10","0.00001834595660000332","0.8974358974358975","0.6363636363636364","1","21.973582222146423","11.4804879258193","15.322622581422484","13.401555253620892","11.4804879258193","23.92803494077373","22.95080858146008","21.973582222146423"
"helpful-sweep-329","1.2","true","1","2","4","200","50","0.00001785694819974689","0.9102564102564102","0.6666666666666666","1","23.43365906035284","13.405215032879717","16.010569763342126","14.45957037099863","12.913160525314533","24.731549752007727","23.79352016410338","22.949801294640903"
"lively-sweep-665","1.2","false","1","4","3","200","50","0.00001879651629741981","0.935897435897436","0.7368421052631579","1","27.324016321602787","16.60365478797021","16.646901475148386","16.611967306075982","16.585345655109354","27.504067077715696","27.143587676883097","26.602679631330805"
"iconic-sweep-823","1.2","false","1","4","4","100","10","0.00001938868632205994","0.9102564102564102","0.6666666666666666","1","25.441586516212805","16.876822400695005","16.876822400695005","16.010716903963953","14.47665753371994","26.388443042693364","25.405053695752233","24.106735800151487"
"astral-sweep-382","1.2","true","2","2","4","200","10","0.00001982983418129771","0.9102564102564102","0.6666666666666666","1","22.6497255949878","12.3002320317256","15.509990839336444","14.311738390835847","12.3002320317256","24.024006751773133","23.469558200749415","22.6497255949878"
"leafy-sweep-333","1.2","true","1","3","4","100","100","0.000019080231498576145","0.9102564102564102","0.6666666666666666","1","24.232435677753735","14.863774823077316","18.989148905013447","15.873764394031872","13.20672839973747","26.55965463248049","24.451023570515087","22.34487435639692"
"apricot-sweep-326","1.2","true","1","2","4","100","50","0.00001791123775587001","0.9102564102564102","0.6666666666666666","1","22.42107612731267","12.267206742244571","17.224510073812905","14.912130102459797","12.267206742244571","25.135604322899027","23.753004962409037","22.42107612731267"
"proud-sweep-436","1.2","true","3","2","4","200","10","0.000020765846344747335","0.9102564102564102","0.6666666666666666","1","22.70664135824253","13.024910250894129","15.961964061231734","14.778947101107512","13.024910250894129","24.04333518122533","23.434854349725136","22.70664135824253"
"firm-sweep-703","1.2","false","2","2","3","100","10","0.00001879842383472616","0.935897435897436","0.7368421052631579","1","24.276169333109006","16.064663563914117","17.44271366632635","16.847315969861842","16.064663563914117","25.216144737541093","24.835677630670205","24.276169333109006"
"laced-sweep-499","1.2","false","1","4","2","100","10","0.000018593429616245204","0.8974358974358975","0.6363636363636364","1","25.67624430214225","16.06633455311168","16.06633455311168","15.345722716135793","14.625110879159903","25.67624430214225","25.40030095070831","25.12435759927437"
"laced-sweep-595","1.2","false","3","2","2","100","10","0.000018674195884563257","0.8974358974358975","0.6363636363636364","1","25.007339039043146","17.25179447623909","17.367240745643517","17.309517610941306","17.25179447623909","25.49557102312932","25.25145503108623","25.007339039043146"
"firm-sweep-69","1.2","true","2","4","2","100","100","0.000017477400495000667","0.8974358974358975","0.6363636363636364","1","25.14209411386881","14.576003213540613","15.178883076635582","14.877443145088098","14.576003213540613","26.775733087128664","25.95891360049874","25.14209411386881"
"breezy-sweep-175","1.2","true","1","4","3","100","10","0.000017671390793228616","0.935897435897436","0.7368421052631579","1","25.644999951893745","17.122736201377965","17.122736201377965","16.10620037174638","14.66222709536862","25.837650333288508","25.336054590735348","24.525513487023787"
"chocolate-sweep-114","1.2","true","3","2","2","200","100","0.000017008405365914366","0.8974358974358975","0.6363636363636364","1","26.10516957820525","18.2664068475104","21.060754955420556","19.66358090146548","18.2664068475104","26.945506939737637","26.525338258971445","26.10516957820525"
"restful-sweep-221","1.2","true","2","2","3","200","50","0.000017381844446092853","0.935897435897436","0.7368421052631579","1","23.602504872810012","11.500387660276736","17.49693451181387","14.328660953987418","11.500387660276736","25.45501993274189","24.256356711290223","23.602504872810012"
"playful-sweep-14","1.2","true","1","4","2","100","50","0.0000264298416799511","0.8974358974358975","0.6363636363636364","1","23.02125257316852","13.359941661012328","15.426346327665255","14.393143994338793","13.359941661012328","25.33681815312885","24.179035363148685","23.02125257316852"
"efficient-sweep-228","1.2","true","2","3","3","200","100","0.000017742572754333047","0.935897435897436","0.7368421052631579","1","21.838605842750688","11.638339181716722","13.287101123046876","12.415713290814816","11.638339181716722","23.41023036114595","22.71874417341351","21.838605842750688"
"icy-sweep-440","1.2","true","3","3","4","100","50","0.000021156417423964943","0.9102564102564102","0.6666666666666666","1","25.77099980907784","17.653210048289115","17.653210048289115","16.830605445881634","15.18841974748884","25.77099980907784","24.912492035827803","23.333213148690668"
"giddy-sweep-769","1.2","false","3","4","3","100","10","0.00001885543698142088","0.935897435897436","0.7368421052631579","1","24.148163482826213","15.574136863490514","15.881122694297886","15.41988887125651","14.80440705598113","24.64204958315498","23.9993208150745","23.207749379242312"
"iconic-sweep-218","1.2","true","2","2","3","100","50","0.000017466621834118236","0.935897435897436","0.7368421052631579","1","24.90725479585869","18.07241248731737","18.17959714593268","18.10603597211301","18.06609828308898","26.094075716983117","25.44718109867786","24.90725479585869"
"stilted-sweep-556","1.2","false","2","4","2","200","10","0.000019152794709184743","0.8974358974358975","0.6363636363636364","1","22.807715989554584","13.114065750082435","15.006273899306258","14.060169824694349","13.114065750082435","24.558301578033166","23.683008783793873","22.807715989554584"
"lyric-sweep-555","1.2","false","2","4","2","100","100","0.000019162765125769915","0.8974358974358975","0.6363636363636364","1","26.27892371233273","16.44058697581105","16.44058697581105","15.930905685761685","15.421224395712317","26.62220461110589","26.45056416171931","26.27892371233273"
"rich-sweep-497","1.2","false","1","3","2","200","50","0.000018358853722875464","0.8974358974358975","0.6363636363636364","1","23.201747935032923","12.799928386737776","12.975821571251014","12.887874978994397","12.799928386737776","23.201747935032923","22.982262287809046","22.76277664058517"
"quiet-sweep-874","1.2","false","2","3","4","200","10","0.000019255296937956375","0.9102564102564102","0.6666666666666666","1","25.67377268449876","17.788790352323456","18.20682282096566","17.93106248684177","17.555921903694447","25.937213044395236","25.592951396094204","25.225276644835866"
"solar-sweep-653","1.2","false","1","2","3","200","50","0.00002237764983861565","0.935897435897436","0.7368421052631579","1","22.41853858192654","11.670781083223416","16.126764417455103","13.37728254848992","11.670781083223416","24.070180790745468","23.04922898973831","22.41853858192654"
"wild-sweep-766","1.2","false","3","3","3","200","10","0.000018535116108638476","0.935897435897436","0.7368421052631579","1","25.20761366261524","17.467878091549565","17.467878091549565","16.570346549584855","15.96407098515498","25.20761366261524","24.71513277495643","24.342970581857365"
"royal-sweep-879","1.2","false","2","4","4","100","100","0.00001936295453459568","0.9102564102564102","0.6666666666666666","1","23.09178113415924","13.062009073470476","16.897552662401072","14.74799539489746","13.062009073470476","26.256133702540723","24.564474829710303","23.09178113415924"
"jolly-sweep-286","1.2","true","3","4","3","200","10","0.00001743157864339903","0.935897435897436","0.7368421052631579","1","24.94140815703207","16.49434321653688","17.432398322563667","16.891493952129412","16.49434321653688","25.098333556846292","24.96376466919499","24.851552293706614"
"revived-sweep-112","1.2","true","3","2","2","200","10","0.000017434724083337366","0.8974358974358975","0.6363636363636364","1","23.323790302356088","14.147380133294442","16.62343944805195","15.385409790673195","14.147380133294442","24.355102699520565","23.83944650093833","23.323790302356088"
"dutiful-sweep-63","1.2","true","2","3","2","100","100","0.000017781920446842858","0.8974358974358975","0.6363636363636364","1","23.29799074899629","15.65432281795353","18.411506778390063","17.0329147981718","15.65432281795353","25.63266692950336","24.465328839249825","23.29799074899629"
"fanciful-sweep-438","1.2","true","3","2","4","200","100","0.000018345870591880004","0.9102564102564102","0.6666666666666666","1","23.70002702384193","12.786668850034244","16.164044784268466","14.629755356865424","12.786668850034244","24.44266751575578","23.991380704480356","23.476418550601977"
"feasible-sweep-388","1.2","true","2","3","4","200","10","0.00001741851052818649","0.9102564102564102","0.6666666666666666","1","23.955667925047663","16.08713709003399","19.12046365633878","17.037160306618432","14.2480346503716","26.51904702517187","24.822003597726507","22.66368076890573"
"major-sweep-767","1.2","false","3","3","3","200","50","0.00001968567339576857","0.935897435897436","0.7368421052631579","1","21.603070506477152","11.364890241350448","15.633413300749542","13.235932899111791","11.364890241350448","24.053410281743982","22.70082507177983","21.603070506477152"
"trim-sweep-493","1.2","false","1","3","2","100","10","0.00001866962871787627","0.8974358974358975","0.6363636363636364","1","25.82007276013816","18.270396458692673","18.270396458692673","18.044554485132785","17.8187125115729","25.82007276013816","25.800742449219292","25.78141213830043"
"celestial-sweep-113","1.2","true","3","2","2","200","50","0.000019179337430383104","0.8974358974358975","0.6363636363636364","1","23.070726449706154","13.019086683714235","16.918284569044236","14.968685626379235","13.019086683714235","24.253616395804173","23.662171422755165","23.070726449706154"
"decent-sweep-390","1.2","true","2","3","4","200","100","0.000017499029301365506","0.9102564102564102","0.6666666666666666","1","21.71420152224457","10.72342595722149","14.809180247755176","12.583806611336051","10.72342595722149","23.856564775108435","22.643916033606356","21.71420152224457"
"lyric-sweep-60","1.2","true","2","2","2","200","100","0.000017494595976226037","0.8974358974358975","0.6363636363636364","1","25.14726964326256","17.744825569291546","19.349892164037136","18.54735886666434","17.744825569291546","25.85434749193167","25.50080856759711","25.14726964326256"
"glorious-sweep-707","1.2","false","2","2","3","200","50","0.00002003820328682574","0.935897435897436","0.7368421052631579","1","22.92712986683753","13.096847168761416","16.23235269490031","14.454998478295792","13.096847168761416","24.407326118722093","23.430171677877897","22.92712986683753"
"bumbling-sweep-649","1.2","false","1","2","3","100","10","0.00002517100323728768","0.935897435897436","0.7368421052631579","1","23.909564396754945","15.20974750183898","18.899098761858255","17.170436954752606","15.20974750183898","26.458826681019723","25.19496203990775","23.909564396754945"
"feasible-sweep-389","1.2","true","2","3","4","200","50","0.00001730751192551894","0.9102564102564102","0.6666666666666666","1","22.06370577377394","12.41918125649985","15.278195277622766","12.99443998314003","11.51900743281377","24.177663083865134","22.487512254443644","21.697340522551382"
"clear-sweep-335","1.2","true","1","3","4","200","50","0.00001732184558883167","0.9102564102564102","0.6666666666666666","1","21.39379402303154","12.196141241534344","14.017517430530898","13.228686566558444","12.196141241534344","23.663987487584713","22.655020493374323","21.39379402303154"
"honest-sweep-166","1.2","true","1","2","3","200","10","0.0000172595480620843","0.935897435897436","0.7368421052631579","1","23.130823578330304","14.318132758598823","16.470483981679937","15.204441957046043","14.318132758598823","24.55530617082329","23.628586242746348","23.130823578330304"
"balmy-sweep-812","1.2","false","1","2","4","100","50","0.0000201598771358465","0.9102564102564102","0.6666666666666666","1","22.896517548537584","13.241479368690394","16.958284778307632","15.19941646843452","13.241479368690394","24.987068426547115","23.97019088195256","22.896517548537584"
"ruby-sweep-600","1.2","false","3","2","2","200","100","0.000018472505266584752","0.8974358974358975","0.6363636363636364","1","25.9272138562903","18.195450406795352","22.70060653361531","20.44802847020533","18.195450406795352","28.076225137566528","27.001719496928416","25.9272138562903"
"comic-sweep-444","1.2","true","3","3","4","200","100","0.000021501002826584124","0.9102564102564102","0.6666666666666666","1","22.431584314445672","12.636842861581778","14.133846039214694","12.848098270525252","11.204714188533636","23.46846725065045","22.471117293080496","21.601841571037767"
"deep-sweep-825","1.2","false","1","4","4","100","100","0.000019770167161768265","0.9102564102564102","0.6666666666666666","1","23.438843666249053","13.998348034747234","16.966367488712457","15.427654234155431","13.998348034747234","25.13807313228971","24.39387745889302","23.438843666249053"
"blooming-sweep-379","1.2","true","2","2","4","100","10","0.00001789209275718286","0.9102564102564102","0.6666666666666666","1","24.866126138815275","17.334990380383775","18.1703629253437","17.89166422245967","17.334990380383775","25.947560909104737","25.602966363479453","24.866126138815275"
"summer-sweep-387","1.2","true","2","3","4","100","100","0.00001793104215016923","0.9102564102564102","0.6666666666666666","1","27.71058353548248","21.095988994806465","21.095988994806465","18.695399603430015","15.53887093886338","27.71058353548248","26.429439426157213","24.14285511419294"
"fearless-sweep-824","1.2","false","1","4","4","100","50","0.000019096019108735364","0.9102564102564102","0.6666666666666666","1","23.555008633659583","14.79418851968344","16.94527159534801","15.320837787846155","14.54383877016538","25.713960865948355","24.446303565237265","23.016805691359487"
"clear-sweep-654","1.2","false","1","2","3","200","100","0.000019849556755211777","0.935897435897436","0.7368421052631579","1","21.22759207227059","9.478973112190545","15.974427702509889","12.43546755693444","9.478973112190545","24.005803093665676","22.456746701905672","21.22759207227059"
"dark-sweep-551","1.2","false","2","3","2","200","50","0.000019292434755263028","0.8974358974358975","0.6363636363636364","1","24.16377337017653","14.311545495605468","14.311545495605468","13.901328746448865","13.49111199729226","24.16377337017653","23.85890195535064","23.554030540524753"
"magic-sweep-272","1.2","true","3","2","3","100","50","0.000017903758120860402","0.935897435897436","0.7368421052631579","1","23.837359049978936","14.3408218060382","18.56463798289113","16.09434666209035","14.3408218060382","26.119132450296593","24.719148375149143","23.837359049978936"
"scarlet-sweep-64","1.2","true","2","3","2","200","10","0.00001736656406101853","0.8974358974358975","0.6363636363636364","1","22.730438706155564","13.4766616155451","14.752297671310624","14.114479643427863","13.4766616155451","25.206025470397915","23.96823208827674","22.730438706155564"
"ancient-sweep-923","1.2","false","3","2","4","200","50","0.0000191338278701816","0.9102564102564102","0.6666666666666666","1","24.07797047673387","14.714448539912237","15.624786969549003","14.929922209583626","13.910171398767249","24.09020224407963","23.8753866440962","23.445087592139604"
"deep-sweep-763","1.2","false","3","3","3","100","10","0.00001901969918616917","0.935897435897436","0.7368421052631579","1","23.36979906692069","14.487457295524298","16.707959732174565","15.856302192245415","14.487457295524298","24.838445864599393","24.211883318467375","23.36979906692069"
"fresh-sweep-395","1.2","true","2","4","4","200","50","0.00001964995033131269","0.9102564102564102","0.6666666666666666","1","24.658724658434668","15.453430347472352","15.453430347472352","14.19090227345058","12.703402636679115","25.791274623402707","24.26814926401392","22.826854693340604"
"denim-sweep-602","1.2","false","3","3","2","100","50","0.00001855119655597946","0.8974358974358975","0.6363636363636364","1","25.66606710026257","18.010831444519834","18.4478155430385","18.22932349377917","18.010831444519834","26.039520152409477","25.852793626336023","25.66606710026257"
"clean-sweep-334","1.2","true","1","3","4","200","10","0.000017507402995349948","0.9102564102564102","0.6666666666666666","1","26.83736694232661","17.54810330747134","17.54810330747134","17.139534962760628","16.697426268262987","26.83736694232661","25.58204894954515","24.51854650978607"
"earthy-sweep-11","1.2","true","1","3","2","200","50","0.00002220733376455377","0.8974358974358975","0.6363636363636364","1","23.597321901423097","14.577001107510656","14.577001107510656","14.10815279786742","13.63930448822418","23.597321901423097","23.003829660544945","22.410337419666792"
"chocolate-sweep-331","1.2","true","1","3","4","100","10","0.000017618893073007863","0.9102564102564102","0.6666666666666666","1","24.89460654321279","17.046021186729533","18.20452406735111","16.970827611571476","15.260913640644024","25.758135657269097","24.66835355041195","23.368947797429197"
"dry-sweep-15","1.2","true","1","4","2","100","100","0.000023619659358484013","0.8974358974358975","0.6363636363636364","1","22.430572083386664","13.51212269318816","14.370569809475189","13.941346251331677","13.51212269318816","24.435903086658215","23.43323758502244","22.430572083386664"
"hardy-sweep-116","1.2","true","3","3","2","100","50","0.000017453526073437488","0.8974358974358975","0.6363636363636364","1","24.457816738905976","16.3341163368126","19.33397274502841","17.834044540920505","16.3341163368126","26.18375669783774","25.320786718371856","24.457816738905976"
"charmed-sweep-606","1.2","false","3","3","2","200","100","0.000018470571107716424","0.8974358974358975","0.6363636363636364","1","22.67521011746847","11.88287926326603","11.88287926326603","11.679760570337866","11.4766418774097","22.67521011746847","22.636800456512184","22.598390795555893"
"woven-sweep-435","1.2","true","3","2","4","100","100","0.00001833694622517997","0.9102564102564102","0.6666666666666666","1","25.103519870260104","17.040506254280388","18.934792676098315","17.72476641500894","17.040506254280388","26.12872041696969","25.425444783875584","24.985899734559233"
"zany-sweep-651","1.2","false","1","2","3","100","100","0.00001933502442045576","0.935897435897436","0.7368421052631579","1","23.53856955078432","14.794508918108258","18.54778587567218","16.30981388171968","14.794508918108258","26.23962101781164","24.660654475264483","23.53856955078432"
"crisp-sweep-109","1.2","true","3","2","2","100","10","0.000019242424388833747","0.8974358974358975","0.6363636363636364","1","24.53811532115654","16.746070745928876","16.746070745928876","16.724408377431896","16.702746008934916","25.150612835052566","24.84436407810455","24.53811532115654"
"glorious-sweep-610","1.2","false","3","4","2","200","10","0.000025940659590504413","0.8974358974358975","0.6363636363636364","1","23.372292244647703","13.867353774826244","14.944533902413507","14.405943838619876","13.867353774826244","24.26809455716386","23.820193400905783","23.372292244647703"
"decent-sweep-719","1.2","false","2","4","3","200","50","0.00001845491660536709","0.935897435897436","0.7368421052631579","1","25.109338808854503","14.69430194773488","14.69430194773488","14.119258899956243","13.702849520279528","25.109338808854503","24.445867104359294","23.888850173118993"
"visionary-sweep-881","1.2","false","2","4","4","200","50","0.00001890025847663588","0.9102564102564102","0.6666666666666666","1","23.85440471591468","15.252618327351362","15.572676932832795","14.316475444050578","12.471926227361504","25.506674058266917","23.8246199018646","22.69798082687305"
"drawn-sweep-65","1.2","true","2","3","2","200","50","0.000018216430414105263","0.8974358974358975","0.6363636363636364","1","25.515839199397192","16.301692134708553","16.301692134708553","15.356597910536728","14.4115036863649","25.515839199397192","24.964749839032727","24.41366047866826"
"silver-sweep-117","1.2","true","3","3","2","100","100","0.000017769291587402958","0.8974358974358975","0.6363636363636364","1","24.29402112388578","16.10048624315138","17.658902813324367","16.879694528237874","16.10048624315138","25.165636028040556","24.729828575963168","24.29402112388578"
"pious-sweep-336","1.2","true","1","3","4","200","100","0.000018105014057695905","0.9102564102564102","0.6666666666666666","1","23.295632750625792","13.495489920004314","15.520842149135046","13.980673910720627","12.045351406662189","24.357618341439117","23.765564712958824","23.295632750625792"
"avid-sweep-543","1.2","false","2","2","2","100","100","0.000018924280340696163","0.8974358974358975","0.6363636363636364","1","28.873476150659783","22.79241069748123","23.264671352158583","23.02854102481991","22.79241069748123","28.880413679350767","28.876944915005275","28.873476150659783"
"olive-sweep-608","1.2","false","3","4","2","100","50","0.00001856884869938338","0.8974358974358975","0.6363636363636364","1","25.030784878345703","13.703508411080492","15.3813072115316","14.542407811306049","13.703508411080492","27.356886208326575","26.19383554333614","25.030784878345703"
"fallen-sweep-656","1.2","false","1","3","3","100","50","0.000019138013598849537","0.935897435897436","0.7368421052631579","1","22.67704684846529","13.45402608309659","13.870032965642752","13.602585932057035","13.45402608309659","22.930667271753578","22.687139524276297","22.453704452610022"
"charmed-sweep-492","1.2","false","1","2","2","200","100","0.000022924855679425237","0.8974358974358975","0.6363636363636364","1","26.878993053959036","19.05582257856889","20.45907434842989","19.75744846349939","19.05582257856889","26.97131836952395","26.925155711741493","26.878993053959036"
"dark-sweep-120","1.2","true","3","3","2","200","100","0.000017490714347708394","0.8974358974358975","0.6363636363636364","1","24.739636982996743","14.76549664322494","14.76549664322494","14.180853574282164","13.59621050533939","24.739636982996743","24.126924500114782","23.514212017232815"
"classic-sweep-6","1.2","true","1","2","2","200","100","0.000026304801227246345","0.8974358974358975","0.6363636363636364","1","25.097136374470978","16.921265865177308","21.70537183362292","19.313318849400112","16.921265865177308","27.35314598011236","26.22514117729167","25.097136374470978"
