"Name","Threshold","FlagCorrection","N_outlier_max","Window","Forecasting","n_neighbors","weights","Energy_Consumed","accuracy","f1_score","recall","rmse_knn_pred","rmse_max","rmse_mean","rmse_min","mae_pred","mae_max","mae_mean","mae_min"
"quiet-sweep-600","1.2","false","3","2","2","15","distance","2.115851028829891e-7","0.8974358974358975","0.6363636363636364","1","26.447431390020572","26.447431390020572","26.12158947866373","25.795747567306883","15.42648319094126","17.692964266974695","16.559723728957977","15.42648319094126"
"toasty-sweep-447","1.2","true","3","4","4","10","uniform","1.647444645825797e-7","0.9102564102564102","0.6666666666666666","1","23.04981500473142","23.84323487041049","23.389181121023004","23.04981500473142","14.14403220779221","14.584724220779226","14.260759610389613","14.117905064935066"
"blooming-sweep-649","1.2","false","1","2","3","5","uniform","1.740925728902059e-7","0.935897435897436","0.7368421052631579","1","26.53583751219055","27.474046967431793","26.873931989633903","26.53583751219055","16.14012155844156","19.72843467532468","18.18211891774892","16.14012155844156"
"denim-sweep-553","1.2","false","2","4","2","5","uniform","1.7931362632819197e-7","0.8974358974358975","0.6363636363636364","1","25.90071669978679","26.16609882343882","26.033407761612807","25.90071669978679","16.826693116883117","17.084593246753247","16.955643181818182","16.826693116883117"
"fanciful-sweep-601","1.2","false","3","3","2","5","uniform","1.72523080211325e-7","0.8974358974358975","0.6363636363636364","1","27.479482190282997","27.479482190282997","26.978061558676636","26.47664092707028","18.524129090909096","18.524129090909096","17.74239402597403","16.96065896103896"
"usual-sweep-229","1.2","true","2","4","3","5","uniform","1.9494861932053535e-7","0.935897435897436","0.7368421052631579","1","25.86203991723572","25.96753116912179","25.51456331462892","24.714118857529257","16.566643636363636","16.683352727272727","16.031277229437226","14.843835324675322"
"desert-sweep-272","1.2","true","3","2","3","5","distance","1.968039925477822e-7","0.935897435897436","0.7368421052631579","1","24.914142155623782","28.378295180724397","26.428077167580792","24.914142155623782","15.12885189319198","19.74657241185446","17.855841207473432","15.12885189319198"
"sandy-sweep-612","1.2","false","3","4","2","15","distance","1.8258705454526433e-7","0.8974358974358975","0.6363636363636364","1","23.01590028674989","23.01590028674989","22.9455111717746","22.875122056799302","14.706604345299388","14.828592487929155","14.767598416614272","14.706604345299388"
"sleek-sweep-549","1.2","false","2","3","2","10","uniform","1.6221541619466329e-7","0.8974358974358975","0.6363636363636364","1","24.132085360185883","24.132085360185883","23.82784112703478","23.52359689388367","14.623613051948054","15.317950649350657","14.970781850649354","14.623613051948054"
"fluent-sweep-707","1.2","false","2","2","3","15","uniform","2.3787287143010066e-7","0.935897435897436","0.7368421052631579","1","23.66092153521182","25.50677845414691","24.53357500530414","23.66092153521182","13.47981865800866","17.787220995670996","15.72162458874459","13.47981865800866"
"unique-sweep-828","1.2","false","1","4","4","15","distance","1.945176099363582e-7","0.9102564102564102","0.6666666666666666","1","22.967897050009576","23.65225431497788","23.26847528936218","22.967897050009576","14.617609429445803","14.830608411930124","14.519681713927117","13.944662633116856"
"brisk-sweep-433","1.2","true","3","2","4","5","uniform","1.7616409076494068e-7","0.9102564102564102","0.6666666666666666","1","26.84534086101595","26.84534086101595","26.417763630293685","25.917357332859098","16.43024675324675","18.923999090909092","17.936191266233767","16.43024675324675"
"jumping-sweep-542","1.2","false","2","2","2","5","distance","1.953623325760469e-7","0.8974358974358975","0.6363636363636364","1","24.95197141473874","27.420760326109512","26.18636587042413","24.95197141473874","15.418554604947516","20.017596621024424","17.71807561298597","15.418554604947516"
"dainty-sweep-823","1.2","false","1","4","4","5","uniform","1.735807753468382e-7","0.9102564102564102","0.6666666666666666","1","25.188651163775813","25.188651163775813","24.84334291015465","24.36623456762116","15.94335766233766","16.043025714285715","15.666524610389608","15.290611818181818"
"laced-sweep-177","1.2","true","1","4","3","10","uniform","1.8029760021515057e-7","0.935897435897436","0.7368421052631579","1","23.612159141001023","23.612159141001023","23.43776324325076","23.289313569515244","14.912861493506496","14.912861493506496","14.35754090909091","13.57565896103896"
"grateful-sweep-221","1.2","true","2","2","3","15","uniform","1.670175364130147e-7","0.935897435897436","0.7368421052631579","1","23.373709446424083","25.287133483826285","24.389390552113497","23.373709446424083","13.557605411255414","17.489992597402598","15.67601790764791","13.557605411255414"
"volcanic-sweep-866","1.2","false","2","2","4","5","distance","2.027508399311905e-7","0.9102564102564102","0.6666666666666666","1","24.691716302955715","28.31779928807356","26.02973920545258","24.691716302955715","14.892722590860464","19.735698226508777","17.463328654330905","14.892722590860464"
"dutiful-sweep-703","1.2","false","2","2","3","5","uniform","1.633785736718589e-7","0.935897435897436","0.7368421052631579","1","26.53583751219055","27.474046967431793","26.873931989633903","26.53583751219055","16.14012155844156","19.72843467532468","18.18211891774892","16.14012155844156"
"proud-sweep-875","1.2","false","2","3","4","15","uniform","1.662803239274682e-7","0.9102564102564102","0.6666666666666666","1","24.129290356444944","25.948761019332387","24.69381378055718","23.75722411960132","14.499158831168833","17.79207640692641","16.082079891774896","14.499158831168833"
"vivid-sweep-766","1.2","false","3","3","3","10","distance","2.1238374974233115e-7","0.935897435897436","0.7368421052631579","1","25.95243956912992","25.95243956912992","25.16618965378126","24.245582418061755","16.146999136903826","16.146999136903826","15.7306270895104","15.472112899061583"
"sandy-sweep-661","1.2","false","1","4","3","5","uniform","2.148831048495797e-7","0.935897435897436","0.7368421052631579","1","26.010732239196436","26.010732239196436","25.48291817824841","24.44335530172885","16.613614675324673","16.76551012987013","16.001208528138527","14.624500779220776"
"honest-sweep-548","1.2","false","2","3","2","5","distance","2.059587381495476e-7","0.8974358974358975","0.6363636363636364","1","27.72449124050955","27.72449124050955","27.676898970784833","27.629306701060113","19.061584359132898","19.061584359132898","18.72449052600485","18.3873966928768"
"colorful-sweep-4","1.2","true","1","2","2","10","distance","1.8202083440011546e-7","0.8974358974358975","0.6363636363636364","1","25.10683660731172","25.10683660731172","24.79218406480369","24.477531522295656","14.552974300672329","17.373468556976352","15.96322142882434","14.552974300672329"
"wobbly-sweep-773","1.2","false","3","4","3","15","uniform","1.8949227815988304e-7","0.935897435897436","0.7368421052631579","1","23.60983026737101","23.93009892449271","23.705676930694917","23.577101600221027","15.297432943722947","15.8532941991342","15.101282049062052","14.153119004329003"
"warm-sweep-822","1.2","false","1","3","4","15","distance","1.861717502562341e-7","0.9102564102564102","0.6666666666666666","1","24.596122143366063","25.452818828640513","24.424992735602043","23.647040618490184","14.482949846679649","16.80355808459748","15.457001773277163","14.482949846679649"
"trim-sweep-449","1.2","true","3","4","4","15","uniform","2.1041375415595417e-7","0.9102564102564102","0.6666666666666666","1","23.51037173908933","24.03243956875802","23.79716770554504","23.51037173908933","15.23650203463204","15.928687792207796","15.205666926406929","14.74393753246753"
"ethereal-sweep-340","1.2","true","1","4","4","10","distance","1.8160512847076562e-7","0.9102564102564102","0.6666666666666666","1","23.746266702571138","23.95526125784399","23.575456732604223","22.971700811621147","14.602381362186918","14.602381362186918","14.39008750176243","14.152620007985304"
"classic-sweep-543","1.2","false","2","2","2","10","uniform","1.674168598426857e-7","0.8974358974358975","0.6363636363636364","1","24.837245330970187","24.85342062685592","24.845332978913053","24.837245330970187","14.669279805194808","17.190229870129873","15.92975483766234","14.669279805194808"
"youthful-sweep-2","1.2","true","1","2","2","5","distance","1.994569335895196e-7","0.8974358974358975","0.6363636363636364","1","25.090626790269667","27.069803772663494","26.08021528146658","25.090626790269667","15.254879414888238","19.66289723891998","17.45888832690411","15.254879414888238"
"fresh-sweep-218","1.2","true","2","2","3","5","distance","1.924226977899303e-7","0.935897435897436","0.7368421052631579","1","25.97125311092362","27.774497566031787","26.691986043368757","25.97125311092362","15.951784229619294","19.269874600197127","18.10360510158124","15.951784229619294"
"atomic-sweep-653","1.2","false","1","2","3","15","uniform","1.8413724857737178e-7","0.935897435897436","0.7368421052631579","1","23.66092153521182","25.50677845414691","24.53357500530414","23.66092153521182","13.47981865800866","17.787220995670996","15.72162458874459","13.47981865800866"
"ethereal-sweep-387","1.2","true","2","3","4","10","uniform","1.6361913649726982e-7","0.9102564102564102","0.6666666666666666","1","24.044482524961747","25.24361092957868","24.318692664775728","23.713845768264115","14.949552077922078","16.32758454545455","15.409652353896108","14.949552077922078"
"legendary-sweep-821","1.2","false","1","3","4","15","uniform","1.599894440508049e-7","0.9102564102564102","0.6666666666666666","1","24.129290356444944","25.948761019332387","24.69381378055718","23.75722411960132","14.499158831168833","17.79207640692641","16.082079891774896","14.499158831168833"
"ethereal-sweep-226","1.2","true","2","3","3","10","distance","1.9035338329925054e-7","0.935897435897436","0.7368421052631579","1","25.468797120161035","25.468797120161035","24.89545840603853","24.17196327298742","16.24843994923936","16.24843994923936","15.63650788720905","15.25538243326466"
"honest-sweep-231","1.2","true","2","4","3","10","uniform","1.6894248012527493e-7","0.935897435897436","0.7368421052631579","1","23.063939807921805","23.14723008686243","23.066771704054982","22.989145217380717","14.418742402597406","14.418742402597406","13.985255865800871","13.283023051948051"
"daily-sweep-552","1.2","false","2","3","2","15","distance","1.878663150667611e-7","0.8974358974358975","0.6363636363636364","1","25.123147417405573","25.123147417405573","24.81275190560932","24.502356393813063","15.0526550715054","16.27580543355573","15.664230252530563","15.0526550715054"
"deep-sweep-544","1.2","false","2","2","2","10","distance","2.0062899354065344e-7","0.8974358974358975","0.6363636363636364","1","23.919795848515424","23.919795848515424","23.822202413128636","23.724608977741845","14.182266190738265","17.10389733650271","15.643081763620486","14.182266190738265"
"lemon-sweep-15","1.2","true","1","4","2","10","uniform","1.7010563760247048e-7","0.8974358974358975","0.6363636363636364","1","23.6613119055905","23.6613119055905","23.475649592154063","23.28998727871762","14.940175909090913","14.940175909090913","14.899873019480523","14.859570129870136"
"robust-sweep-882","1.2","false","2","4","4","15","distance","1.8015015771804129e-7","0.9102564102564102","0.6666666666666666","1","22.967897050009576","23.65225431497788","23.26847528936218","22.967897050009576","14.617609429445803","14.830608411930124","14.519681713927117","13.944662633116856"
"fiery-sweep-541","1.2","false","2","2","2","5","uniform","1.6948207870844573e-7","0.8974358974358975","0.6363636363636364","1","26.89025845809683","28.618991091773424","27.754624774935127","26.89025845809683","16.55797051948052","20.973404025974027","18.765687272727273","16.55797051948052"
"sweet-sweep-175","1.2","true","1","4","3","5","uniform","1.877485658503196e-7","0.935897435897436","0.7368421052631579","1","25.3511307324651","25.680718111389133","25.228593632759083","24.653932054423013","16.149981428571426","16.571557792207795","15.883924848484847","14.930235324675325"
"electric-sweep-396","1.2","true","2","4","4","15","distance","1.978647594019852e-7","0.9102564102564102","0.6666666666666666","1","22.757244763952524","23.66150100314456","23.219181322007753","22.757244763952524","14.522477478014872","14.796207224171155","14.502950734764209","13.984863901719995"
"lively-sweep-329","1.2","true","1","2","4","15","uniform","1.7219031068659913e-7","0.9102564102564102","0.6666666666666666","1","24.502041670215934","25.556197492647563","24.90291451416413","24.131184771951727","13.764705670995673","17.55176238095238","15.857829945887444","13.764705670995673"
"glorious-sweep-166","1.2","true","1","2","3","10","distance","1.9334216558440353e-7","0.935897435897436","0.7368421052631579","1","25.000514716868732","27.324715651087047","25.54028787873544","24.295633268250548","14.370971652973845","18.3433422906733","16.448153286900347","14.370971652973845"
"faithful-sweep-607","1.2","false","3","4","2","5","uniform","1.6583082909253084e-7","0.8974358974358975","0.6363636363636364","1","25.90071669978679","26.16609882343882","26.033407761612807","25.90071669978679","16.826693116883117","17.084593246753247","16.955643181818182","16.826693116883117"
"dashing-sweep-285","1.2","true","3","4","3","10","uniform","1.6651275064166136e-7","0.935897435897436","0.7368421052631579","1","23.41482839371885","23.41482839371885","23.216736246079492","23.019826435605506","14.633035389610392","14.633035389610392","14.12032603896104","13.37482415584416"
"ancient-sweep-381","1.2","true","2","2","4","10","uniform","2.1592646529787395e-7","0.9102564102564102","0.6666666666666666","1","24.657597160160563","25.55299108516169","24.80535460173681","23.71943619764987","14.466931883116889","17.337179610389608","16.085313165584417","14.466931883116889"
"radiant-sweep-65","1.2","true","2","3","2","15","uniform","1.8044606661848977e-7","0.8974358974358975","0.6363636363636364","1","23.857870038072456","24.780179563613665","24.31902480084306","23.857870038072456","14.387065411255412","17.010548917748917","15.698807164502163","14.387065411255412"
"earnest-sweep-9","1.2","true","1","3","2","10","uniform","2.0731950952911877e-7","0.8974358974358975","0.6363636363636364","1","23.62373246004757","23.62373246004757","23.318055972018783","23.01237948399","14.50708051948052","15.285603831168832","14.896342175324676","14.50708051948052"
"whole-sweep-163","1.2","true","1","2","3","5","uniform","1.663714515819316e-7","0.935897435897436","0.7368421052631579","1","26.8481620299118","27.309202857169225","26.898631443501063","26.538529443422178","15.96418987012987","19.425189220779227","17.957225714285716","15.96418987012987"
"vague-sweep-666","1.2","false","1","4","3","15","distance","2.320036619355253e-7","0.935897435897436","0.7368421052631579","1","23.13931479996088","23.194614157595744","23.12592718677776","23.04385260277666","14.71021998163624","14.904241200734573","14.304729042674412","13.299725945652426"
"brisk-sweep-436","1.2","true","3","2","4","10","distance","2.2758670944426747e-7","0.9102564102564102","0.6666666666666666","1","23.610948745920325","26.66073366127287","24.53979464917775","22.123558225025526","13.900337970547922","18.16324779201413","16.16111803579087","13.900337970547922"
"devout-sweep-3","1.2","true","1","2","2","10","uniform","1.8043787536865038e-7","0.8974358974358975","0.6363636363636364","1","26.309978468500347","26.309978468500347","26.112600519384863","25.915222570269385","15.48853506493507","17.860258246753247","16.67439665584416","15.48853506493507"
"likely-sweep-761","1.2","false","3","2","3","15","uniform","1.7697400059281184e-7","0.935897435897436","0.7368421052631579","1","23.66092153521182","25.50677845414691","24.53357500530414","23.66092153521182","13.47981865800866","17.787220995670996","15.72162458874459","13.47981865800866"
"stoic-sweep-388","1.2","true","2","3","4","10","distance","2.0655874720028406e-7","0.9102564102564102","0.6666666666666666","1","24.87135860743687","25.11831755573272","24.247620843913513","23.410384952205597","15.56877090673873","15.56877090673873","14.981515496594836","14.476605956286974"
"visionary-sweep-652","1.2","false","1","2","3","10","distance","1.923069963859487e-7","0.935897435897436","0.7368421052631579","1","23.901029083404428","26.58582167356187","24.769369764434188","23.821258536336263","14.153900821114911","17.946191198730634","16.228138654284308","14.153900821114911"
"clear-sweep-714","1.2","false","2","3","3","15","distance","1.8882981082912114e-7","0.935897435897436","0.7368421052631579","1","25.09021267534443","25.251005028067357","24.95617192515803","24.527298072062305","15.21240427406686","16.374863665486767","15.914302918116585","15.21240427406686"
"helpful-sweep-21","2","true","1","2","2","10","uniform","1.726930486454926e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.383258032511893","25.444991266987817","24.914124649749855","24.383258032511893","14.577775974025975","17.000132727272728","15.788954350649352","14.577775974025975"
"zany-sweep-509","2","false","1","2","2","15","uniform","1.6600284533915837e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","23.91980958437078","25.30263892612727","24.611224255249024","23.91980958437078","13.646937662337663","16.195311948051952","14.921124805194808","13.646937662337663"
"fearless-sweep-304","2","true","3","4","3","10","distance","1.8689565196079152e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","25.355556054683102","25.355556054683102","24.579377753948663","23.769384268172857","15.633478245893052","15.633478245893052","14.617771590696576","13.483722706363368"
"worthy-sweep-84","2","true","2","3","2","15","distance","1.829798522557111e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.072582906581047","24.55866233614378","24.315622621362415","24.072582906581047","15.26009892779289","16.311076849399562","15.785587888596226","15.26009892779289"
"sunny-sweep-408","2","true","2","3","4","15","distance","1.9037898095499865e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","23.757180790363204","24.983801525268703","24.037627227307407","22.79930343367427","14.661947499972175","16.23643938221249","14.930828902157822","13.24440247850412"
"noble-sweep-360","2","true","1","4","4","15","distance","2.142267809561974e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.016290085921295","24.56984623974244","23.863743713247985","23.165391339496455","15.085747279372027","15.529430113567336","14.482343897259597","13.53424094825897"
"pleasant-sweep-952","2","false","3","4","4","10","distance","2.5694824449361577e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","25.243749836950688","25.243749836950688","24.26565213548937","23.174552944305297","15.352866741961158","15.352866741961158","14.351569771905025","13.509350840364831"
"iconic-sweep-299","2","true","3","3","3","15","uniform","1.6237616947276165e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","23.476462832452537","25.573683155485035","24.73221300971458","23.476462832452537","14.378304675324676","17.365965064935068","16.020557373737375","14.378304675324676"
"stellar-sweep-181","2","true","1","2","3","5","uniform","1.617671630242512e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","27.97395059521278","30.476907308350548","28.170872505959924","26.061759614316447","16.987070129870126","21.29768610389611","18.59980558441558","16.987070129870126"
"fluent-sweep-289","2","true","3","2","3","5","uniform","1.7911191680089666e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","27.97395059521278","30.476907308350548","28.170872505959924","26.061759614316447","16.987070129870126","21.29768610389611","18.59980558441558","16.987070129870126"
"upbeat-sweep-348","2","true","1","2","4","15","distance","1.9401077635254497e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.42766678043078","25.97700134728374","25.171399301451068","24.42766678043078","14.64101136896664","17.288468119096873","16.24924572405707","14.64101136896664"
"radiant-sweep-134","2","true","3","3","2","5","distance","2.152353285926741e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","28.803707004804973","28.803707004804973","27.86507754811183","26.92644809141869","19.1455754834698","19.1455754834698","18.09876339059908","17.051951297728355"
"glowing-sweep-572","2","false","2","4","2","5","distance","2.011525223062765e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","28.988054304872136","28.988054304872136","28.54431323364024","28.10057216240834","17.650553090444443","17.650553090444443","17.459164940422006","17.267776790399566"
"smart-sweep-730","2","false","2","3","3","10","distance","2.3716330441276213e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","25.127707475734834","25.315177740736654","25.130523051104166","24.94868393684101","15.925653335929365","15.925653335929365","15.497901611977504","14.774710720343696"
"feasible-sweep-781","2","false","3","3","3","5","uniform","1.8431131263645916e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","27.498597407801483","27.498597407801483","26.502532855239508","25.77960518945523","17.932147142857144","17.932147142857144","16.679086450216452","15.682010909090913"
"light-sweep-566","2","false","2","3","2","5","distance","1.94837068680095e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","28.803707004804973","28.803707004804973","27.86507754811183","26.92644809141869","19.1455754834698","19.1455754834698","18.09876339059908","17.051951297728355"
"jolly-sweep-186","2","true","1","2","3","15","distance","1.970753276987125e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.43458127585955","26.095960518467024","25.40338158328718","24.43458127585955","14.657278649782093","17.419125642015896","16.48661850839737","14.657278649782093"
"light-sweep-453","2","true","3","2","4","10","uniform","1.5590201038094168e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.384569288521693","25.223156895673963","24.98870687782248","24.384569288521693","14.615933701298705","16.899545584415584","16.052701525974026","14.615933701298705"
"revived-sweep-290","2","true","3","2","3","5","distance","1.865823366544343e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","27.01667190819299","29.208299861342816","27.702770100575027","26.88333853218927","16.164032014574882","20.19194133083043","17.97590095268365","16.164032014574882"
"daily-sweep-301","2","true","3","4","3","5","uniform","1.556204361677121e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","28.437864948157852","28.437864948157852","27.00410944779428","24.847849879526223","17.381009870129866","17.381009870129866","16.411268658008655","14.718533896103892"
"decent-sweep-833","2","false","1","2","4","15","uniform","1.652062462922762e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","23.917813645310343","25.41992772278033","24.85225398869968","23.917813645310343","13.635509567099568","17.28030601731602","15.71159091991342","13.635509567099568"
"woven-sweep-954","2","false","3","4","4","15","distance","2.0767685280336285e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.016290085921295","24.56984623974244","23.863743713247985","23.165391339496455","15.085747279372027","15.529430113567336","14.482343897259597","13.53424094825897"
"soft-sweep-569","2","false","2","3","2","15","uniform","1.891113850423507e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","23.568552155342765","25.042367033932564","24.305459594637664","23.568552155342765","14.432167705627704","17.27351194805195","15.852839826839828","14.432167705627704"
"faithful-sweep-681","2","false","1","4","3","10","uniform","1.7421354939693224e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.940395999331848","24.940395999331848","24.512888665172653","24.110660049773713","15.974651558441565","15.974651558441565","14.88005915584416","13.790238961038964"
"smart-sweep-306","2","true","3","4","3","15","distance","1.767333826287793e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.2447407764482","24.60700056298945","24.11675352565771","23.49851923753549","15.411098118487198","15.52738287950982","14.75326962711675","13.321327883353227"
"jolly-sweep-517","2","false","1","4","2","5","uniform","1.631576548076434e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","28.568316405017686","28.568316405017686","28.06800609111532","27.56769577721295","17.57118987012987","17.57118987012987","17.1877237012987","16.804257532467535"
"dandy-sweep-897","2","false","2","4","4","10","uniform","2.1309126894720977e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.78480455052347","24.78480455052347","24.212644242211212","23.06178295512394","15.726089870129874","15.726089870129874","14.463670551948054","12.928682532467535"
"gentle-sweep-621","2","false","3","3","2","10","uniform","1.6559328284718804e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","23.303012054143633","24.343498241148605","23.82325514764612","23.303012054143633","14.37330746753247","15.082345194805196","14.727826331168831","14.37330746753247"
"valiant-sweep-942","2","false","3","2","4","15","distance","2.1203766943661626e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.42766678043078","25.97700134728374","25.171399301451068","24.42766678043078","14.64101136896664","17.288468119096873","16.24924572405707","14.64101136896664"
"vivid-sweep-733","2","false","2","4","3","5","uniform","2.0033237341610605e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","28.437864948157852","28.437864948157852","27.00410944779428","24.847849879526223","17.381009870129866","17.381009870129866","16.411268658008655","14.718533896103892"
"dulcet-sweep-776","2","false","3","2","3","5","distance","2.2874986692146297e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","27.01667190819299","29.208299861342816","27.702770100575027","26.88333853218927","16.164032014574882","20.19194133083043","17.97590095268365","16.164032014574882"
"quiet-sweep-359","2","true","1","4","4","15","uniform","1.800508388137385e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","23.85230578784978","24.995498254474352","24.1323716583986","23.355505766901903","15.803943549783556","16.154317142857142","15.021019329004332","13.947755367965367"
"legendary-sweep-185","2","true","1","2","3","15","uniform","1.9621115084065526e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","23.909263499715433","25.468106420596193","24.873422792222794","23.909263499715433","13.60230406926407","17.35381121212121","15.670599942279944","13.60230406926407"
"silver-sweep-79","2","true","2","3","2","5","uniform","1.764016370102834e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","27.622762530336548","27.622762530336548","26.749853829855823","25.8769451293751","18.22978584415585","18.22978584415585","17.082129090909092","15.934472337662337"
"floral-sweep-790","2","false","3","4","3","10","distance","1.8698268399033521e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","25.355556054683102","25.355556054683102","24.579377753948663","23.769384268172857","15.633478245893052","15.633478245893052","14.617771590696576","13.483722706363368"
"dark-sweep-77","2","true","2","2","2","15","uniform","1.643389977155291e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","23.91980958437078","25.30263892612727","24.611224255249024","23.91980958437078","13.646937662337663","16.195311948051952","14.921124805194808","13.646937662337663"
"glad-sweep-464","2","true","3","4","4","5","distance","1.7920406836158992e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","28.67673030504872","28.67673030504872","26.531131994971084","24.03909166449771","17.188356064716572","17.515838994623536","16.19373809099911","14.93026323197344"
"fancy-sweep-946","2","false","3","3","4","10","distance","1.9762209362549282e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.91310478578575","25.11453973875252","24.539908633704417","23.183900554681447","15.548992261590383","15.548992261590383","14.849406337890828","13.646326625119164"
"deep-sweep-357","2","true","1","4","4","10","uniform","1.91752037038163e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.78480455052347","24.78480455052347","24.212644242211212","23.06178295512394","15.726089870129874","15.726089870129874","14.463670551948054","12.928682532467535"
"distinctive-sweep-898","2","false","2","4","4","10","distance","2.375032412810975e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","25.243749836950688","25.243749836950688","24.26565213548937","23.174552944305297","15.352866741961158","15.352866741961158","14.351569771905025","13.509350840364831"
"light-sweep-87","2","true","2","4","2","10","uniform","1.8739634210722523e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.814697434419433","24.814697434419433","24.50967940363698","24.204661372854527","15.76271655844156","15.76271655844156","15.162298538961045","14.561880519480525"
"major-sweep-515","2","false","1","3","2","15","uniform","1.7227784757235695e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","23.568552155342765","25.042367033932564","24.305459594637664","23.568552155342765","14.432167705627704","17.27351194805195","15.852839826839828","14.432167705627704"
"good-sweep-292","2","true","3","2","3","10","distance","1.894677044103648e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.538358132156834","26.36412000351695","25.607549747686974","24.538358132156834","14.804662363771651","17.539232319418915","16.587853934590246","14.804662363771651"
"rose-sweep-198","2","true","1","4","3","15","distance","2.024160225940048e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","24.2447407764482","24.60700056298945","24.11675352565771","23.49851923753549","15.411098118487198","15.52738287950982","14.75326962711675","13.321327883353227"
"dashing-sweep-837","2","false","1","3","4","10","uniform","1.8277442938534074e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","23.07211559400091","25.28256364485188","24.04064898364191","23.07211559400091","13.96008590909091","15.41311383116883","14.51853271103896","13.750694870129871"
"golden-sweep-782","2","false","3","3","3","5","distance","2.042795319324695e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","28.639728302946423","28.639728302946423","27.40650526395376","26.123081359422393","18.79231466303831","18.79231466303831","17.494281170268735","16.04848850202617"
"scarlet-sweep-23","2","true","1","2","2","15","uniform","1.8050442927359554e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","23.91980958437078","25.30263892612727","24.611224255249024","23.91980958437078","13.646937662337663","16.195311948051952","14.921124805194808","13.646937662337663"
"cosmic-sweep-629","2","false","3","4","2","15","uniform","1.6264852852992186e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","23.862801406275615","24.631975722152653","24.247388564214138","23.862801406275615","15.763997012987016","15.763997012987016","15.696229372294374","15.62846173160173"
"lively-sweep-467","2","true","3","4","4","15","uniform","2.063979939221857e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","23.85230578784978","24.995498254474352","24.1323716583986","23.355505766901903","15.803943549783556","16.154317142857142","15.021019329004332","13.947755367965367"
"dutiful-sweep-241","2","true","2","3","3","5","uniform","1.718903061612309e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","27.498597407801483","27.498597407801483","26.502532855239508","25.77960518945523","17.932147142857144","17.932147142857144","16.679086450216452","15.682010909090913"
"icy-sweep-574","2","false","2","4","2","10","distance","1.7708970199679346e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","25.3106172449734","25.3106172449734","24.83538498861428","24.360152732255163","15.547252658105856","15.547252658105856","14.997257963180504","14.447263268255153"
"woven-sweep-884","2","false","2","2","4","5","distance","1.865342130616278e-7","0.9743589743589745","0.8333333333333333","0.7142857142857143","26.93053907168025","29.086879362423623","27.03374571898912","25.3349614738748","16.034029263586035","19.963676753925924","17.477713450471562","16.034029263586035"
