"Name","Threshold","FlagCorrection","N_outlier_max","FilterOrder","Forecasting","Forgetting","Regularization","Energy_Consumed","accuracy","f1_score","recall","mae_pred","mae_max","mae_mean","mae_min","rmse_pred","rmse_max","rmse_mean","rmse_min"
"frosty-sweep-619","1.2","false","2","3","4","0.99","0.1","4.5232081613196195e-8","0.9102564102564102","0.6666666666666666","1","7.325825034445837","19.4678410607807","15.059970779046935","7.325825034445837","20.89244182523506","26.674629460563057","24.094417679436457","20.89244182523506"
"legendary-sweep-406","1.2","true","2","3","3","0.99","1","3.86575797108435e-8","0.935897435897436","0.7368421052631579","1","7.228826921118013","21.01473105553556","14.481782256880413","7.228826921118013","19.74791326393639","27.99203403908459","23.9659475642685","19.74791326393639"
"grateful-sweep-841","1.2","false","3","4","2","0.99","0.1","4.1901314647248e-8","0.8974358974358975","0.6363636363636364","1","8.125814118012554","15.35087027766765","11.7383421978401","8.125814118012554","21.29893106964895","23.852105664759694","22.575518367204324","21.29893106964895"
"stoic-sweep-703","1.2","true","1","4","3","0.95","0.1","3.8680105647901864e-8","0.935897435897436","0.7368421052631579","1","5.88574686305362","23.113362705254534","15.056672361196702","5.88574686305362","15.817519347338584","31.741457366485992","24.972127855453603","15.817519347338584"
"efficient-sweep-439","1.2","true","2","3","4","0.95","0.1","4.927753512763249e-8","0.9102564102564102","0.6666666666666666","1","6.765042195500191","20.836354163853837","15.59413366292204","6.765042195500191","19.6595605184125","28.17827669875918","24.52486652932335","19.6595605184125"
"wise-sweep-964","1.2","false","2","4","4","1","1","5.0098712533655193e-8","0.9102564102564102","0.6666666666666666","1","7.301407991149975","19.424767713456504","15.027984831653786","7.301407991149975","20.867286347413422","26.742817524183575","24.10862417793286","20.867286347413422"
"youthful-sweep-118","1.2","true","2","2","4","0.95","1","4.3085974155271996e-8","0.9102564102564102","0.6666666666666666","1","6.802775760499368","20.76058109921097","15.570336300292071","6.802775760499368","19.653860117403617","28.076295025488044","24.48246068477704","19.653860117403617"
"robust-sweep-172","1.2","false","2","2","2","0.95","1","3.0199090345427573e-8","0.8974358974358975","0.6363636363636364","1","8.216959028564986","15.45898246671198","11.837970747638485","8.216959028564986","21.38109015023971","23.941867115257107","22.661478632748413","21.38109015023971"
"sage-sweep-667","1.2","true","1","4","2","0.99","0.1","3.360665027862019e-8","0.8974358974358975","0.6363636363636364","1","5.7514611474576744","16.07514259124786","10.913301869352768","5.7514611474576744","15.886250013438923","26.689426943518733","21.28783847847883","15.886250013438923"
"misty-sweep-961","1.2","false","2","4","4","1","0.1","4.2971296657520327e-8","0.9102564102564102","0.6666666666666666","1","7.301308016250392","19.425622704368575","15.027774542583462","7.301308016250392","20.866867064063452","26.743299622429987","24.1083851206349","20.866867064063452"
"fallen-sweep-736","1.2","true","3","4","3","0.99","1","4.3945031482179634e-8","0.935897435897436","0.7368421052631579","1","7.990765652603607","20.958461905648686","14.63258268264139","7.990765652603607","21.081621383636246","27.67068604953803","24.127292861370904","21.081621383636246"
"toasty-sweep-412","1.2","true","3","3","3","0.99","1","4.045248733190318e-8","0.935897435897436","0.7368421052631579","1","7.974875144203514","20.82216035869127","14.551255985774352","7.974875144203514","21.101990314531985","27.5784804034161","24.097879690352055","21.101990314531985"
"charmed-sweep-217","1.2","false","1","2","3","0.95","0.1","3.8636077680015054e-8","0.935897435897436","0.7368421052631579","1","7.803144840415832","20.76079604059911","14.486926356640804","7.803144840415832","21.08890265057722","27.617920432072964","24.11910613526696","21.08890265057722"
"robust-sweep-916","1.2","false","3","4","3","1","1","3.849527669571116e-8","0.935897435897436","0.7368421052631579","1","7.9656292612058595","20.87872382731266","14.582205846916588","7.9656292612058595","21.070378590824184","27.614517200879646","24.095930099181885","21.070378590824184"
"royal-sweep-322","1.2","false","3","2","4","1","1","3.9427557195747595e-8","0.9102564102564102","0.6666666666666666","1","7.300201988233852","19.253251580334485","14.94683266883606","7.300201988233852","20.88625431031935","26.43656169634738","23.982283020658425","20.88625431031935"
"sandy-sweep-88","1.2","true","3","2","3","0.99","1","3.8629934242635514e-8","0.935897435897436","0.7368421052631579","1","7.6293636860713265","20.249171020786363","14.161972135114548","7.6293636860713265","20.99482858770302","27.246321536633157","23.89918310220982","20.99482858770302"
"frosty-sweep-430","1.2","true","3","3","3","1","1","3.419744417328729e-8","0.935897435897436","0.7368421052631579","1","7.949428114924425","20.72921317700726","14.495314924716885","7.949428114924425","21.088559629363264","27.513588067643347","24.06119002048656","21.088559629363264"
"clean-sweep-127","1.2","true","1","2","4","0.99","0.1","4.404742210517219e-8","0.9102564102564102","0.6666666666666666","1","5.514396038717793","21.83135385263884","15.880075734414092","5.514396038717793","15.728033197419942","30.379297815583353","25.256148880200502","15.728033197419942"
"stilted-sweep-85","1.2","true","3","2","3","0.99","0.1","3.4175942142458854e-8","0.935897435897436","0.7368421052631579","1","7.630254651622105","20.250942957854303","14.163197659929535","7.630254651622105","20.99541954928054","27.250052446216923","23.901110469856405","20.99541954928054"
"stellar-sweep-43","1.2","true","2","2","2","1","0.1","2.9392252236246148e-8","0.8974358974358975","0.6363636363636364","1","7.359071666134751","15.495450491795072","11.42726107896491","7.359071666134751","20.019644998679013","24.17427823973356","22.096961619206287","20.019644998679013"
"exalted-sweep-133","1.2","true","2","2","4","0.99","0.1","4.90584191944284e-8","0.9102564102564102","0.6666666666666666","1","6.585870289551015","20.008503225522617","15.125176309120086","6.585870289551015","19.643622489861137","27.308800800132172","24.10374797475075","19.643622489861137"
"prime-sweep-607","1.2","false","3","3","4","0.95","0.1","4.6249844405742305e-8","0.9102564102564102","0.6666666666666666","1","7.509909018344361","20.14172985021049","15.466712196940618","7.509909018344361","20.9714447532326","27.26578890216726","24.40825826365453","20.9714447532326"
"firm-sweep-259","1.2","false","2","2","3","1","0.1","3.8428224715340146e-8","0.935897435897436","0.7368421052631579","1","7.598281391012666","20.15382676119657","14.101663585365126","7.598281391012666","20.97914933973405","27.18179296879357","23.861427754318225","20.97914933973405"
"likely-sweep-493","1.2","false","2","3","2","0.95","0.1","3.006291081684746e-8","0.8974358974358975","0.6363636363636364","1","8.236617437649105","15.51661224626604","11.876614841957572","8.236617437649105","21.38638353690656","23.978768407213437","22.68257597206","21.38638353690656"
"spring-sweep-691","1.2","true","2","4","2","1","0.1","3.005062394208835e-8","0.8974358974358975","0.6363636363636364","1","7.376659801393786","15.662794849128687","11.519727325261238","7.376659801393786","20.021675369233904","24.28798449423812","22.15482993173601","20.021675369233904"
"astral-sweep-433","1.2","true","1","3","4","0.95","0.1","4.308699806150192e-8","0.9102564102564102","0.6666666666666666","1","5.316914347874028","22.65937793727066","16.23950110806636","5.316914347874028","15.6506376903093","31.35024838934729","25.70508669528775","15.6506376903093"
"valiant-sweep-97","1.2","true","2","2","3","1","0.1","3.5466608893683674e-8","0.935897435897436","0.7368421052631579","1","6.880546857307175","20.365176453816368","14.058773966856744","6.880546857307175","19.6870626148908","27.54006981401257","23.707732323679625","19.6870626148908"
"jolly-sweep-271","1.2","false","1","2","4","0.95","0.1","4.3587688207935577e-8","0.9102564102564102","0.6666666666666666","1","7.529186003326376","20.097861886417455","15.452865242207546","7.529186003326376","20.983607547022046","27.169911033407487","24.370146312393224","20.983607547022046"
"pleasant-sweep-370","1.2","true","2","3","2","1","1","2.8075508824561744e-8","0.8974358974358975","0.6363636363636364","1","7.380908373869206","15.566023557410835","11.47346596564002","7.380908373869206","20.02746036294784","24.230046456177575","22.12875340956271","20.02746036294784"
"light-sweep-208","1.2","false","2","2","2","1","1","3.007212597291679e-8","0.8974358974358975","0.6363636363636364","1","8.093569125162885","15.146673458756284","11.620121291959585","8.093569125162885","21.30364701021894","23.745690637007428","22.524668823613183","21.30364701021894"
"wild-sweep-811","1.2","false","1","4","2","0.95","0.1","3.7039807867560944e-8","0.8974358974358975","0.6363636363636364","1","8.235997738207478","15.583614918548378","11.909806328377927","8.235997738207478","21.358201461767024","23.999241933706735","22.678721697736883","21.358201461767024"
"sweepy-sweep-763","1.2","true","2","4","4","0.95","0.1","4.001118374680522e-8","0.9102564102564102","0.6666666666666666","1","6.723021336560907","20.91988360510098","15.62533235842995","6.723021336560907","19.678257548757227","28.33631115997587","24.59951211338744","19.678257548757227"
"vocal-sweep-748","1.2","true","2","4","3","1","1","3.904666407821525e-8","0.935897435897436","0.7368421052631579","1","7.215505887156688","21.091276200133095","14.517621994335848","7.215505887156688","19.74436928580637","28.029156029709167","23.975415165766965","19.74436928580637"
"vague-sweep-64","1.2","true","2","2","3","0.95","1","3.6580073970324324e-8","0.935897435897436","0.7368421052631579","1","7.110017060923905","20.959748204679443","14.452743474513673","7.110017060923905","19.724874615383335","28.099508469077463","24.00975716955558","19.724874615383335"
"smooth-sweep-58","1.2","true","1","2","3","0.95","1","4.339519383670955e-8","0.935897435897436","0.7368421052631579","1","5.952682753719604","22.150950169732237","14.636704755134772","5.952682753719604","15.860088502234584","30.762825685526217","24.406340485312672","15.860088502234584"
"dazzling-sweep-643","1.2","false","3","3","4","1","0.1","4.791369202937151e-8","0.9102564102564102","0.6666666666666666","1","7.2872860494538365","19.335792135053072","14.981446474042126","7.2872860494538365","20.87574927345498","26.561542219687873","24.032956636128716","20.87574927345498"
"dainty-sweep-301","1.2","false","3","2","4","0.99","0.1","4.1192771536139443e-8","0.9102564102564102","0.6666666666666666","1","7.341528557801169","19.39130717259294","15.027523916703968","7.341528557801169","20.90292454189416","26.55447365263171","24.04547836464384","20.90292454189416"
"ethereal-sweep-469","1.2","true","1","3","4","1","0.1","4.3599975082694684e-8","0.9102564102564102","0.6666666666666666","1","5.157473800813343","21.751379743583858","15.760543870496376","5.157473800813343","15.652968143353016","30.59692021092696","25.32625049637685","15.652968143353016"
"solar-sweep-268","1.2","false","3","2","3","1","1","3.869239252266097e-8","0.935897435897436","0.7368421052631579","1","7.597376469865042","20.152017199296683","14.100413714975602","7.597376469865042","20.978548968351728","27.1779758750913","23.85945820006422","20.978548968351728"
"crisp-sweep-250","1.2","false","3","2","3","0.99","1","3.86217429927961e-8","0.935897435897436","0.7368421052631579","1","7.6293636860713265","20.249171020786363","14.161972135114548","7.6293636860713265","20.99482858770302","27.246321536633157","23.89918310220982","20.99482858770302"
"scarlet-sweep-562","1.2","false","1","3","3","0.99","1","4.379451726638056e-8","0.935897435897436","0.7368421052631579","1","7.974875144203514","20.82216035869127","14.551255985774352","7.974875144203514","21.101990314531985","27.5784804034161","24.097879690352055","21.101990314531985"
"rare-sweep-886","1.2","false","1","4","3","0.99","1","3.435410182646592e-8","0.935897435897436","0.7368421052631579","1","7.990765652603607","20.958461905648686","14.63258268264139","7.990765652603607","21.081621383636246","27.67068604953803","24.127292861370904","21.081621383636246"
"rural-sweep-181","1.2","false","1","2","2","0.99","0.1","2.9900109726289276e-8","0.8974358974358975","0.6363636363636364","1","8.106843232921277","15.192815763324946","11.649829498123111","8.106843232921277","21.31207560655755","23.77270640861807","22.54239100758781","21.31207560655755"
"noble-sweep-568","1.2","false","2","3","3","0.99","1","3.468789525742169e-8","0.935897435897436","0.7368421052631579","1","7.974875144203514","20.82216035869127","14.551255985774352","7.974875144203514","21.101990314531985","27.5784804034161","24.097879690352055","21.101990314531985"
"legendary-sweep-859","1.2","false","3","4","2","1","0.1","3.7033664430181384e-8","0.8974358974358975","0.6363636363636364","1","8.120369078889185","15.312209065348211","11.716289072118698","8.120369078889185","21.295399446648368","23.83359780008284","22.5644986233656","21.295399446648368"
"splendid-sweep-382","1.2","true","1","3","3","0.95","1","3.4817931348622246e-8","0.935897435897436","0.7368421052631579","1","5.890313070042713","22.85741477530631","14.931893273217582","5.890313070042713","15.822629964011904","31.4422378256512","24.82010960436078","15.822629964011904"
"avid-sweep-253","1.2","false","1","2","3","1","0.1","3.8159418820037496e-8","0.935897435897436","0.7368421052631579","1","7.598281391012666","20.15382676119657","14.101663585365126","7.598281391012666","20.97914933973405","27.18179296879357","23.861427754318225","20.97914933973405"
"revived-sweep-526","1.2","false","1","3","2","1","1","3.051752518293445e-8","0.8974358974358975","0.6363636363636364","1","8.117365585130647","15.21180056418028","11.664583074655464","8.117365585130647","21.310828021876397","23.788984175183575","22.549906098529988","21.310828021876397"
"solar-sweep-451","1.2","true","1","3","4","0.99","0.1","4.3123858685779246e-8","0.9102564102564102","0.6666666666666666","1","5.20215782422126","21.904728523482248","15.846037537665438","5.20215782422126","15.659127897169864","30.725502957451056","25.39287860370715","15.659127897169864"
"treasured-sweep-523","1.2","false","1","3","2","1","0.1","3.2716875764814785e-8","0.8974358974358975","0.6363636363636364","1","8.117959090785677","15.212497150739852","11.665228120762764","8.117959090785677","21.31126796441683","23.78990021490285","22.550584089659843","21.31126796441683"
"pleasant-sweep-190","1.2","false","2","2","2","0.99","1","3.0028098005029993e-8","0.8974358974358975","0.6363636363636364","1","8.10626737260585","15.192184288769354","11.649225830687602","8.10626737260585","21.311662614585153","23.771850069416796","22.541756342000973","21.311662614585153"
"proud-sweep-103","1.2","true","3","2","3","1","0.1","4.2807471660732215e-8","0.935897435897436","0.7368421052631579","1","7.598281391012666","20.15382676119657","14.101663585365126","7.598281391012666","20.97914933973405","27.18179296879357","23.861427754318225","20.97914933973405"
"peach-sweep-757","1.2","true","1","4","4","0.95","0.1","4.679353861383283e-8","0.9102564102564102","0.6666666666666666","1","5.308627700437807","23.42071404237972","16.63656019613981","5.308627700437807","15.571151992148236","32.071616907819596","26.11601482752056","15.571151992148236"
"deft-sweep-817","1.2","false","2","4","2","0.95","0.1","3.049192752718631e-8","0.8974358974358975","0.6363636363636364","1","8.235997738207478","15.583614918548378","11.909806328377927","8.235997738207478","21.358201461767024","23.999241933706735","22.678721697736883","21.358201461767024"
"dashing-sweep-316","1.2","false","2","2","4","1","1","4.90860646626364e-8","0.9102564102564102","0.6666666666666666","1","7.300201988233852","19.253251580334485","14.94683266883606","7.300201988233852","20.88625431031935","26.43656169634738","23.982283020658425","20.88625431031935"
"amber-sweep-73","1.2","true","1","2","3","0.99","0.1","4.294365118931232e-8","0.935897435897436","0.7368421052631579","1","5.858009467896364","21.65724338145538","14.367044825803182","5.858009467896364","15.877871391440394","30.40138375447551","24.23566954643969","15.877871391440394"
"fast-sweep-673","1.2","true","2","4","2","0.99","0.1","2.979874300952664e-8","0.8974358974358975","0.6363636363636364","1","7.384437641733858","15.706942866792703","11.54569025426328","7.384437641733858","20.02333132626369","24.321763687254435","22.172547506759063","20.02333132626369"
"misty-sweep-580","1.2","false","1","3","3","1","1","6.09152533369676e-8","0.935897435897436","0.7368421052631579","1","7.949428114924425","20.72921317700726","14.495314924716885","7.949428114924425","21.088559629363264","27.513588067643347","24.06119002048656","21.088559629363264"
"treasured-sweep-214","1.2","false","3","2","2","1","1","3.0022978473880354e-8","0.8974358974358975","0.6363636363636364","1","8.093569125162885","15.146673458756284","11.620121291959585","8.093569125162885","21.30364701021894","23.745690637007428","22.524668823613183","21.30364701021894"
"noble-sweep-784","1.2","true","2","4","4","0.99","1","4.398905945006644e-8","0.9102564102564102","0.6666666666666666","1","6.5513844175434945","20.210676306590276","15.22030769112109","6.5513844175434945","19.666332572770965","27.63418121306164","24.255306641461203","19.666332572770965"
"pious-sweep-373","1.2","true","3","3","2","1","0.1","3.444659806215592e-8","0.8974358974358975","0.6363636363636364","1","8.117959090785677","15.212497150739852","11.665228120762764","8.117959090785677","21.31126796441683","23.78990021490285","22.550584089659843","21.31126796441683"
"hardy-sweep-610","1.2","false","3","3","4","0.95","1","4.4712809293135564e-8","0.9102564102564102","0.6666666666666666","1","7.509911918253548","20.141270585326957","15.46704935122246","7.509911918253548","20.971771622490557","27.26544156789691","24.408515821138614","20.971771622490557"
"blooming-sweep-907","1.2","false","2","4","3","1","0.1","3.864836455477416e-8","0.935897435897436","0.7368421052631579","1","7.966799873903171","20.880920100932105","14.583761714385886","7.966799873903171","21.0711039924905","27.618472626999047","24.098024527139696","21.0711039924905"
"warm-sweep-649","1.2","true","1","4","2","0.95","0.1","3.0046528317168654e-8","0.8974358974358975","0.6363636363636364","1","5.736699190739367","16.262170797122344","10.999434993930857","5.736699190739367","15.859333005121346","26.930827058964415","21.395080032042884","15.859333005121346"
"snowy-sweep-910","1.2","false","2","4","3","1","1","3.8473276589456884e-8","0.935897435897436","0.7368421052631579","1","7.9656292612058595","20.87872382731266","14.582205846916588","7.9656292612058595","21.070378590824184","27.614517200879646","24.095930099181885","21.070378590824184"
"stellar-sweep-139","1.2","true","3","2","4","0.99","0.1","4.050368264339947e-8","0.9102564102564102","0.6666666666666666","1","7.341528557801169","19.39130717259294","15.027523916703968","7.341528557801169","20.90292454189416","26.55447365263171","24.04547836464384","20.90292454189416"
"visionary-sweep-31","1.2","true","3","2","2","0.99","0.1","3.010796269096419e-8","0.8974358974358975","0.6363636363636364","1","8.106843232921277","15.192815763324946","11.649829498123111","8.106843232921277","21.31207560655755","23.77270640861807","22.54239100758781","21.31207560655755"
"rich-sweep-688","1.2","true","1","4","2","1","1","2.8579270689685173e-8","0.8974358974358975","0.6363636363636364","1","5.764779229664413","16.039438248383306","10.90210873902386","5.764779229664413","15.893153000189653","26.64362420466683","21.26838860242824","15.893153000189653"
"morning-sweep-463","1.2","true","3","3","4","0.99","0.1","4.292931650209337e-8","0.9102564102564102","0.6666666666666666","1","7.325825034445837","19.4678410607807","15.059970779046935","7.325825034445837","20.89244182523506","26.674629460563057","24.094417679436457","20.89244182523506"
"glorious-sweep-694","1.2","true","2","4","2","1","1","3.0590222525259175e-8","0.8974358974358975","0.6363636363636364","1","7.376002128815674","15.661937627385353","11.518969878100512","7.376002128815674","20.021232100206245","24.286944140156702","22.154088120181473","20.021232100206245"
"floral-sweep-541","1.2","false","1","3","3","0.95","0.1","3.4572193853440095e-8","0.935897435897436","0.7368421052631579","1","8.148510831983033","21.336827516438664","14.878224801143588","8.148510831983033","21.200344688973335","27.960090852609973","24.324843178019385","21.200344688973335"
"likely-sweep-94","1.2","true","1","2","3","1","1","3.232983920990288e-8","0.935897435897436","0.7368421052631579","1","5.814829209384739","21.55735827154964","14.301994747663889","5.814829209384739","15.871859543617257","30.318692138255223","24.193005853114347","15.871859543617257"
"visionary-sweep-928","1.2","false","2","4","4","0.95","1","4.29784640011298e-8","0.9102564102564102","0.6666666666666666","1","7.490732028847952","20.20265933715655","15.48276022876081","7.490732028847952","20.957294342735267","27.41269995839134","24.46418007122409","20.957294342735267"
"sparkling-sweep-40","1.2","true","1","2","2","1","1","3.005983909815768e-8","0.8974358974358975","0.6363636363636364","1","6.072234288470495","15.8831240866291","10.977679187549796","6.072234288470495","15.967417400010143","26.375828604784353","21.171623002397247","15.967417400010143"
"expert-sweep-682","1.2","true","3","4","2","0.99","1","3.5474255242004595e-8","0.8974358974358975","0.6363636363636364","1","8.125191523087402","15.350062151349546","11.737626837218476","8.125191523087402","21.298495139971067","23.851161409693297","22.574828274832186","21.298495139971067"
"decent-sweep-853","1.2","false","2","4","2","1","0.1","3.0085436753905825e-8","0.8974358974358975","0.6363636363636364","1","8.120369078889185","15.312209065348211","11.716289072118698","8.120369078889185","21.295399446648368","23.83359780008284","22.5644986233656","21.295399446648368"
"gallant-sweep-175","1.2","false","3","2","2","0.95","0.1","2.9816149415435374e-8","0.8974358974358975","0.6363636363636364","1","8.217511483692032","15.459588375315647","11.83854992950384","8.217511483692032","21.381470571937303","23.942648497498016","22.66205953471766","21.381470571937303"
"dauntless-sweep-109","1.2","true","1","2","4","0.95","0.1","3.994565374808998e-8","0.9102564102564102","0.6666666666666666","1","5.659752843341123","22.646793568700467","16.31433228963992","5.659752843341123","15.72290246933945","31.074666543255105","25.579876279977388","15.72290246933945"
"gallant-sweep-445","1.2","true","3","3","4","0.95","0.1","4.2370263700553954e-8","0.9102564102564102","0.6666666666666666","1","7.509909018344361","20.14172985021049","15.466712196940618","7.509909018344361","20.9714447532326","27.26578890216726","24.40825826365453","20.9714447532326"
"stellar-sweep-937","1.2","false","1","4","4","0.99","0.1","4.253495703197688e-8","0.9102564102564102","0.6666666666666666","1","7.327149982669178","19.55386317358105","15.10145752925296","7.327149982669178","20.88248516938228","26.85099966574582","24.166661154819927","20.88248516938228"
"balmy-sweep-679","1.2","true","3","4","2","0.99","0.1","3.584593320346762e-8","0.8974358974358975","0.6363636363636364","1","8.125814118012554","15.35087027766765","11.7383421978401","8.125814118012554","21.29893106964895","23.852105664759694","22.575518367204324","21.29893106964895"
"astral-sweep-601","1.2","false","2","3","4","0.95","0.1","4.3898955701832975e-8","0.9102564102564102","0.6666666666666666","1","7.509909018344361","20.14172985021049","15.466712196940618","7.509909018344361","20.9714447532326","27.26578890216726","24.40825826365453","20.9714447532326"
"grateful-sweep-892","1.2","false","2","4","3","0.99","1","4.7260439854678934e-8","0.935897435897436","0.7368421052631579","1","7.990765652603607","20.958461905648686","14.63258268264139","7.990765652603607","21.081621383636246","27.67068604953803","24.127292861370904","21.081621383636246"
"twilight-sweep-223","1.2","false","2","2","3","0.95","0.1","3.7265612139663074e-8","0.935897435897436","0.7368421052631579","1","7.803144840415832","20.76079604059911","14.486926356640804","7.803144840415832","21.08890265057722","27.617920432072964","24.11910613526696","21.08890265057722"
"vocal-sweep-163","1.2","false","1","2","2","0.95","0.1","2.7736595862456347e-8","0.8974358974358975","0.6363636363636364","1","8.217511483692032","15.459588375315647","11.83854992950384","8.217511483692032","21.381470571937303","23.942648497498016","22.66205953471766","21.381470571937303"
"vague-sweep-883","1.2","false","1","4","3","0.99","0.1","3.882242861386153e-8","0.935897435897436","0.7368421052631579","1","7.991918517794754","20.960602780625496","14.634102745191186","7.991918517794754","21.08233398292623","27.674550793665112","24.1293412765757","21.08233398292623"
"clean-sweep-919","1.2","false","1","4","4","0.95","0.1","4.326720555796884e-8","0.9102564102564102","0.6666666666666666","1","7.4907855475156095","20.203477517188517","15.48266500646614","7.4907855475156095","20.95693727860365","27.413187607218873","24.46399527293699","20.95693727860365"
"zesty-sweep-424","1.2","true","2","3","3","1","1","3.4500520417345294e-8","0.935897435897436","0.7368421052631579","1","7.202004796726393","20.917706790963457","14.424491379919496","7.202004796726393","19.74160366145262","27.905480219699605","23.920060518393228","19.74160366145262"
"peach-sweep-307","1.2","false","1","2","4","1","0.1","4.095932091571639e-8","0.9102564102564102","0.6666666666666666","1","7.299894736925719","19.25329515503684","14.946115268756644","7.299894736925719","20.88579583865059","26.43669861856451","23.981840344634502","20.88579583865059"
"robust-sweep-790","1.2","true","3","4","4","0.99","1","4.551672754511552e-8","0.9102564102564102","0.6666666666666666","1","7.327203846709234","19.553021487742193","15.10165546338357","7.327203846709234","20.882894209224947","26.85052149481472","24.16689263344312","20.882894209224947"
"gentle-sweep-154","1.2","true","2","2","4","1","1","3.8747683459076954e-8","0.9102564102564102","0.6666666666666666","1","6.536497124302461","19.86380903978739","15.04062432215161","6.536497124302461","19.643429823483455","27.170289829159703","24.03579910143142","19.643429823483455"
"exalted-sweep-847","1.2","false","1","4","2","1","0.1","3.5555143834168726e-8","0.8974358974358975","0.6363636363636364","1","8.120369078889185","15.312209065348211","11.716289072118698","8.120369078889185","21.295399446648368","23.83359780008284","22.5644986233656","21.295399446648368"
"wandering-sweep-415","1.2","true","1","3","3","1","0.1","3.744425082838158e-8","0.935897435897436","0.7368421052631579","1","5.847482060516814","22.26218349705145","14.638794811504884","5.847482060516814","15.83840544282092","30.976934524797834","24.57960834602302","15.83840544282092"
"volcanic-sweep-631","1.2","false","1","3","4","1","0.1","4.8459434049921895e-8","0.9102564102564102","0.6666666666666666","1","7.2872860494538365","19.335792135053072","14.981446474042126","7.2872860494538365","20.87574927345498","26.561542219687873","24.032956636128716","20.87574927345498"
"resilient-sweep-946","1.2","false","2","4","4","0.99","1","4.4311589912493015e-8","0.9102564102564102","0.6666666666666666","1","7.327203846709234","19.553021487742193","15.10165546338357","7.327203846709234","20.882894209224947","26.85052149481472","24.16689263344312","20.882894209224947"
"kind-sweep-832","1.2","false","1","4","2","0.99","1","3.3910750428908114e-8","0.8974358974358975","0.6363636363636364","1","8.125191523087402","15.350062151349546","11.737626837218476","8.125191523087402","21.298495139971067","23.851161409693297","22.574828274832186","21.298495139971067"
"mild-sweep-4","1.2","true","1","2","2","0.95","1","3.006086300438761e-8","0.8974358974358975","0.6363636363636364","1","6.063637369628275","16.129715293484555","11.096676331556417","6.063637369628275","15.914848378788507","26.5677009987795","21.241274688784003","15.914848378788507"
"devout-sweep-895","1.2","false","3","4","3","0.99","0.1","6.444875373644108e-8","0.935897435897436","0.7368421052631579","1","7.991918517794754","20.960602780625496","14.634102745191186","7.991918517794754","21.08233398292623","27.674550793665112","24.1293412765757","21.08233398292623"
"desert-sweep-151","1.2","true","2","2","4","1","0.1","4.5609903012038775e-8","0.9102564102564102","0.6666666666666666","1","6.536249794348151","19.863854288611513","15.039949645704","6.536249794348151","19.642927351953688","27.17049753847609","24.035408729807777","19.642927351953688"
"toasty-sweep-589","1.2","false","3","3","3","1","0.1","3.5787570548361855e-8","0.935897435897436","0.7368421052631579","1","7.950648299323879","20.73159882342582","14.496941323585512","7.950648299323879","21.089291266138375","27.517674443292265","24.06334887710336","21.089291266138375"
"driven-sweep-178","1.2","false","3","2","2","0.95","1","3.0047552223398575e-8","0.8974358974358975","0.6363636363636364","1","8.216959028564986","15.45898246671198","11.837970747638485","8.216959028564986","21.38109015023971","23.941867115257107","22.661478632748413","21.38109015023971"
"glowing-sweep-148","1.2","true","1","2","4","1","1","4.6940981110942126e-8","0.9102564102564102","0.6666666666666666","1","5.448575345023438","21.658669289775872","15.776641690780394","5.448575345023438","15.715869450381382","30.226626094422233","25.18051237991465","15.715869450381382"
"electric-sweep-61","1.2","true","2","2","3","0.95","0.1","3.451075947964455e-8","0.935897435897436","0.7368421052631579","1","7.110880096047868","20.961365192573943","14.453898178550723","7.110880096047868","19.725447551988868","28.102918670074928","24.011556349114645","19.725447551988868"
"charmed-sweep-805","1.2","true","3","4","4","1","0.1","4.1097548256756356e-8","0.9102564102564102","0.6666666666666666","1","7.301308016250392","19.425622704368575","15.027774542583462","7.301308016250392","20.866867064063452","26.743299622429987","24.1083851206349","20.866867064063452"
"lemon-sweep-400","1.2","true","1","3","3","0.99","1","3.896008700811156e-8","0.935897435897436","0.7368421052631579","1","5.853117994351859","22.35857143831429","14.684794493976048","5.853117994351859","15.836298464473472","31.048043519173827","24.616781570166893","15.836298464473472"
"dazzling-sweep-898","1.2","false","3","4","3","0.99","1","3.7044927398710576e-8","0.935897435897436","0.7368421052631579","1","7.990765652603607","20.958461905648686","14.63258268264139","7.990765652603607","21.081621383636246","27.67068604953803","24.127292861370904","21.081621383636246"
"lilac-sweep-367","1.2","true","2","3","2","1","0.1","4.0909149510450036e-8","0.8974358974358975","0.6363636363636364","1","7.381544379607609","15.566802308207986","11.474173343907797","7.381544379607609","20.027909463061658","24.231038574913843","22.12947401898775","20.027909463061658"
"solar-sweep-7","1.2","true","2","2","2","0.95","0.1","3.737974473589626e-8","0.8974358974358975","0.6363636363636364","1","7.515427323134404","15.840974187912952","11.678200755523678","7.515427323134404","20.040532648399576","24.462908459035777","22.251720553717675","20.040532648399576"
"cool-sweep-91","1.2","true","1","2","3","1","0.1","3.760500410647992e-8","0.935897435897436","0.7368421052631579","1","5.815708584476894","21.559343066961414","14.303336471107857","5.815708584476894","15.872575189317436","30.322521897527864","24.195097097885952","15.872575189317436"
"effortless-sweep-427","1.2","true","3","3","3","1","0.1","3.4389938544513316e-8","0.935897435897436","0.7368421052631579","1","7.950648299323879","20.73159882342582","14.496941323585512","7.950648299323879","21.089291266138375","27.517674443292265","24.06334887710336","21.089291266138375"
